67|adj|groß|большой|Das ist ein großes Haus.|Это большой дом.
68|adv|hier|здесь|Ich bin hier.|Я здесь.
69|adj|ganz|целый|Das ganze Buch.|Вся книга.
69|part|ganz|вполне|Это вполне мило здесь.|Это вполне мило здесь.
70|num|zwei|два|Zwei Katzen spielen.|Две кошки играют.
71|adv|also|итак|Also, was nun?|Итак, что теперь?
72|adv|jetzt|сейчас|Ich gehe jetzt.|Я иду сейчас.
73|adv|doch|однако|Es ist teuer, doch schön.|Это дорого, но красиво.
73|part|doch||Ich habe es doch gesagt.|Я же говорил.
74|adv|wieder|снова|Er kommt wieder.|Он придет снова.
75|pron|uns|нас, мы|Gib uns das Buch.|Дай нам книгу.
76|adj|gut|хороший|Das ist gut.|Это хорошо.
77|conj|bis|до|Warte bis morgen.|Подожди до завтра.
77|prep|bis|до, пока|Ich bleibe bis acht Uhr.|Я остаюсь до восьми часов.
78|verb|wissen, weiß, wusste, hat gewusst|знать|Ich weiß die Antwort.|Я знаю ответ.
79|verb|sehen, sieht, sah, hat gesehen|видеть|Ich sehe den Hund.|Я вижу собаку.
80|pron|einer|кто-то|Einer kam zu spät.|Кто-то опоздал.
81|adv|sehr|очень|Es ist sehr schön.|Это очень красиво.
82|conj|Mal|раз|Es war das erste Mal.|Это был первый раз.
82|das|Mal|время, отметка|Das erste Mal ist immer besonders.|Первый раз всегда особенный.
82|part|Mal|раз|Dieses Mal ist es anders.|На этот раз всё иначе.
83|verb|lassen, lässt, ließ, hat gelassen|позволять, оставлять|Lass mich in Ruhe.|Оставь меня в покое.
84|adj|neu|новый|Ein neues Buch.|Новая книга.
85|verb|stehen, steht, stand, hat gestanden|стоять|Er steht da.|Он стоит там.
86|pron|unser|наш|Unser Haus ist groß.|Наш дом большой.
87|pron|jede (r, s)|каждый|Jeder Tag ist anders.|Каждый день разный.
88|conj|weil|потому что|Ich bin müde, weil ich arbeite.|Я устал, потому что работаю.
89|prep|unter|под|Der Hund schläft unter dem Tisch.|Собака спит под столом.
90|der|der Mensch, -en|человек|Der Mensch ist klug.|Человек умный.
91|pron|ihm|ему|Ich gebe ihm das Buch.|Я даю ему книгу.
92|pron|ihn|его|Ich sehe ihn jeden Tag.|Я вижу его каждый день.
93|conj|denn|потому что|Er kommt, denn er muss.|Он приходит, потому что должен.
93|part|denn|же|Was denn?|Что же?
94|das|das Beispiel, -e|пример|Ein gutes Beispiel.|Хороший пример.
95|adj|erste (r, s)|первый|Das erste Mal.|Первый раз.
96|die|die Zeit, -en|время|Die Zeit vergeht schnell.|Время летит.
97|adj|lang|длинный|Der Fluss ist lang.|Река длинная.
97|adv|lang|долго|Er wartet schon lange.|Он ждет уже долго.
98|verb|leben, lebt, lebte, hat gelebt|жить|Ich lebe in Deutschland.|Я живу в Германии.
99|die|die Frau, -en|женщина, жена|Die Frau liest.|Женщина читает.
100|pron|etwas|что-то, немного|Ich sehe etwas dort.|Я вижу там что-то.
101|part|selbst, selber|сам|Er hat es selbst gemacht.|Он сделал это сам.
101|pron|selbst, selber|сам|Selbst ich kann das.|Даже я могу это сделать.
102|adj|wenig|мало|Er hat wenig Geld.|У него мало денег.
102|pron|wenig|мало|Es gibt wenig Hoffnung.|Есть мало надежды.
103|verb|finden, findet, fand, hat gefunden|найти|Ich finde den Schlüssel.|Я нахожу ключ.
104|prep|gegen|против|Er ist gegen die Idee.|Он против этой идеи.
105|prep|zwischen|между|Er steht zwischen den Bäumen.|Он стоит между деревьями.
106|num|drei|три|Drei Hunde spielen.|Три собаки играют.
107|verb|liegen, liegt, lag, hat gelegen|лежать|Das Buch liegt auf dem Tisch.|Книга лежит на столе.
108|pron|wo|где|Wo bist du?|Где ты?
109|pron|nichts, nix|ничего|Ich sehe nichts.|Я ничего не вижу.
110|adj|klein|маленький|Das ist ein kleines Haus.|Это маленький дом.
111|der|der Tag, -e|день|Der Tag ist schön.|День прекрасный.
112|adj|deutsch|немецкий|Das deutsche Auto.|Немецкая машина.
112|das|deutsch|немецкий|Er lernt Deutsch in der Schule.|Он учит немецкий в школе.
113|verb|bleiben, bleibt, blieb, ist geblieben|оставаться|Er bleibt hier.|Он остается здесь.
114|adv|nun, nu|теперь|Nun bin ich müde.|Теперь я устал.
115|conj|sondern|а|Nicht dies, sondern das.|Не это, а то.
116|adv|heute|сегодня|Heute ist ein guter Tag.|Сегодня хороший день.
117|pron|beide|оба|Beide kommen morgen.|Оба придут завтра.
118|adj|hoch|высокий|Das Haus ist hoch.|Дом высокий.
119|pron|damit|с этим|Ich bin damit einverstanden.|Я согласен с этим.
120|conj|ohne|без|Ohne dich kann ich nicht.|Без тебя я не могу.
120|prep|ohne|без|Wir fahren ohne dich.|Мы едем без тебя.
121|der|der Mann, -̈er|мужчина|Der Mann ist stark.|Мужчина сильный.
122|pron|welch, -e, -er, -es|который|Welches Buch liest du?|Какую книгу ты читаешь?
123|verb|tun, tut, tat, hat getan|делать|Ich weiß nicht, was ich tun soll.|Я не знаю, что мне делать.
124|adv|einmal|один раз|Einmal ist keinmal.|Один раз - не в счёт.
125|pron|ihnen|им|Ich gebe ihnen das Buch.|Я даю им книгу.
125|pron|ihnen|вам|Ich habe Ihnen geholfen.|Я помог вам.
126|verb|heißen, heißt, hieß, hat geheißen|называться|Wie heißen Sie?|Как вас зовут?
127|conj|ob|ли|Ich frage, ob er kommt.|Я спрашиваю, придёт ли он.
128|verb|denken, denkt, dachte, hat gedacht|думать|Ich denke an dich.|Я думаю о тебе.
129|pron|dabei|при этом|Er ist dabei.|Он при этом.
130|prep|seit|с|Ich wohne hier seit drei Jahren.|Я живу здесь три года.
131|adj|einfach|простой|Einfach und klar.|Простой и ясный.
131|part|einfach|просто|Das ist einfach toll.|Это просто здорово.
132|adv|erst|сначала|Ich komme erst morgen.|Я приду только завтра.
132|part|erst|сначала|Zuerst die Arbeit.|Сначала работа.
133|das|das Kind, -er|ребёнок|Das Kind spielt.|Ребёнок играет.
134|das|das Land, -̈er|страна|Das Land ist schön.|Страна красивая.
135|verb|stellen, stellt, stellte, hat gestellt|ставить|Ich stelle die Vase auf den Tisch.|Я ставлю вазу на стол.
136|verb|zeigen, zeigt, zeigte, hat gezeigt|показать|Er zeigt mir das Bild.|Он показывает мне картину.
137|adj|natürlich|естественный|Das ist natürlich.|Это естественно.
137|adv|natürlich|конечно|Natürlich komme ich.|Конечно, я приду.
138|adj|alt|старый|Das alte Haus.|Старый дом.
139|adv|dort|там|Ich bin dort.|Я там.
140|das|Deutschland|Германия|Deutschland ist schön.|Германия красивая.
141|adj|gleich|такой же|Wir haben das gleiche Problem.|У нас такая же проблема.
142|verb|nehmen, nimmt, nahm, hat genommen|брать|Ich nehme den Bus.|Я сажусь на автобус.
143|verb|dürfen, darf, durfte, hat gedurft|мочь|Du darfst hier nicht parken.|Тебе нельзя здесь парковаться.
144|adj|wichtig|важный|Das ist wichtig.|Это важно.
145|adv|vielleicht|может быть|Vielleicht kommt er.|Может быть, он придёт.
145|part|vielleicht|может быть|Das ist vielleicht wahr.|Это может быть правдой.
146|verb|hören, hört, hörte, hat gehört|слушать|Ich höre Musik.|Я слушаю музыку.
147|das|das Haus, -̈er|дом|Das Haus ist groß.|Дом большой.
148|part|nein, nee, nö|нет|Nein, danke.|Нет, спасибо.
149|pron|wer|кто|Wer ist das?|Кто это?
150|pron|dazu|к этому|Er gehört dazu.|Он принадлежит к этому.
151|adj|eigentlich|настоящий|Das ist eigentlich gut.|Это на самом деле хорошо.
151|adv|eigentlich|на самом деле|Eigentlich mag ich es.|На самом деле мне это нравится.
151|part|eigentlich|на самом деле|Das ist eigentlich wahr.|Это на самом деле правда.
152|adj|letzte (r, s)|последний|Das letzte Mal.|Последний раз.
153|verb|fragen, fragt, fragte, hat gefragt|спрашивать|Ich frage ihn.|Я спрашиваю его.
154|der|der Herr, -en|господин|Herr Schmidt ist nett.|Господин Шмидт милый.
155|verb|halten, hält, hielt, hat gehalten|держать|Er hält den Ball.|Он держит мяч.
156|verb|glauben, glaubt, glaubte, hat geglaubt|верить|Ich glaube dir.|Я верю тебе.
157|die|die Frage, -n|вопрос|Das ist die Frage.|Это вопрос.
158|verb|gelten, gilt, galt, hat gegolten|быть действительным|Das Gesetz gilt.|Закон действует.
159|adj|gerade|прямой|Ein gerades Haus.|Прямой дом.
159|adv|gerade|сейчас|Ich mache es gerade.|Я делаю это сейчас.
160|verb|folgen, folgt, folgte, ist gefolgt|следовать|Er folgt dem Hund.|Он следует за собакой.
161|verb|sprechen, spricht, sprach, hat gesprochen|говорить|Sie spricht Deutsch.|Она говорит по-немецки.
162|verb|führen, führt, führte, hat geführt|вести|Er führt die Gruppe.|Он ведет группу.
163|verb|bringen, bringt, brachte, hat gebracht|приносить, привозить|Er bringt ein Buch.|Он приносит книгу.
164|die|die Welt, -en|мир|Die Welt ist groß.|Мир большой.
165|adv|gar|вообще|Das ist gar nicht schlecht.|Это совсем неплохо.
166|adj|eigen|собственный|Er hat ein eigenes Zimmer.|У него есть своя комната.
167|adj|genau|точный|Das ist genau richtig.|Это точно правильно.
168|verb|mögen, mag, mochte, hat gemocht|любить|Ich mag dieses Buch.|Мне нравится эта книга.
169|adj|spät|поздний|Es ist schon spät.|Уже поздно.
169|adj|spät|позже|Später werde ich kommen.|Я приду позже.
170|adv|bereits|уже|Er hat bereits gegessen.|Он уже поел.
171|adj|möglich|возможный|Das ist möglich.|Это возможно.
171|adv|möglich|возможно|So schnell wie möglich.|Как можно быстрее.
172|das|das Prozent, -e|процент|Zehn Prozent der Leute.|Десять процентов людей.
173|conj|während|пока|Während ich lese, höre ich Musik.|Пока я читаю, я слушаю музыку.
173|prep|während|во время|Während des Tages arbeite ich.|В течение дня я работаю.
174|pron|einige|некоторые|Einige Menschen sind hier.|Некоторые люди здесь.
175|pron|dafür|за это|Ich bin dafür.|Я за это.
176|adj|kurz|короткий|Ein kurzes Gespräch.|Короткий разговор.
177|adj|richtig|правильный|Das ist richtig.|Это правильно.
178|adj|stark|сильный|Er ist stark.|Он сильный.
179|verb|brauchen, braucht, brauchte, hat gebraucht|нуждаться|Ich brauche Hilfe.|Мне нужна помощь.
180|die|die Hand, -̈e|рука|Sie hebt die Hand.|Она поднимает руку.
181|adv|etwa|примерно|Etwa zehn Minuten.|Около десяти минут.
181|part|etwa|разве|Etwa ist es zu spät.|Разве уже поздно.
182|adj|weitere (r, s)|дополнительный|Weitere Informationen.|Дополнительная информация.
183|das|das Ende, -n|конец|Das Ende ist nah.|Конец близок.
184|verb|schreiben, schreibt, schrieb, hat geschrieben|писать|Er schreibt einen Brief.|Он пишет письмо.
185|pron|solch|такой|Solche Bücher mag ich.|Мне нравятся такие книги.
186|adv|nie|никогда|Er kommt nie zu spät.|Он никогда не опаздывает.
187|der|der Fall, -̈e|случай|Im Fall eines Falles.|В случае чего.
188|adj|schön|красивый|Das ist schön.|Это красиво.
189|adj|wirklich|действительно|Ist das wirklich wahr?|Это действительно правда?
189|adv|wirklich|действительно|Ich bin wirklich müde.|Я действительно устал.
190|pron|denen|которым|Die Menschen, denen ich vertraue.|Люди, которым я доверяю.
191|verb|nennen, nennt, nannte, hat genannt|называть|Er nennt mich Freund.|Он называет меня другом.
192|adv|warum|почему|Warum fragst du?|Почему ты спрашиваешь?
193|verb|ziehen, zieht, zog, hat gezogen|тянуть, двигать|Er zieht die Tür auf.|Он тянет дверь.
194|das|das Wort, -̈er|слово|Ein deutsches Wort.|Немецкое слово.
195|pron|darauf, drauf|на это|Ich freue mich darauf.|Я с нетерпением жду этого.
196|adv|eben, ebend|только что|Das ist eben so.|Это только что так.
196|part|eben, ebend|просто|Das war eben so.|Это просто было так.
197|die|die Seite, -n|сторона, страница|Auf der linken Seite.|На левой стороне.
198|der, das|das Teil, -e|часть|Ein Teil des Ganzen.|Часть целого.
199|adj|jung|молодой|Ein junges Mädchen.|Молодая девушка.
200|num|vier|четыре|Vier Katzen spielen.|Четыре кошки играют.
201|adj|besser|лучше|Das ist besser.|Это лучше.
202|adv|fast|почти|Er ist fast fertig.|Он почти готов.
203|adj|schnell|быстрый|Das Auto ist schnell.|Машина быстрая.
204|die|die Stadt, -̈e|город|Die Stadt ist groß.|Город большой.
205|verb|spielen, spielt, spielte, hat gespielt|играть|Er spielt Fußball.|Он играет в футбол.
206|adv|zwar|хотя|Er kommt zwar, aber spät.|Он придет, хотя и поздно.
207|der|der Euro, -s|евро|Ein Euro für ein Brot.|Один евро за хлеб.
208|die|die Arbeit, -en|работа|Die Arbeit ist schwer.|Работа тяжелая.
209|die|Million, Mio.|миллион|Eine Million Menschen.|Миллион человек.
210|das|das Problem, -e|проблема|Das ist ein Problem.|Это проблема.
211|verb|verstehen, versteht, verstand, hat verstanden|понимать|Ich verstehe dich.|Я понимаю тебя.
212|verb|bekommen, bekommt, bekam, hat bekommen|получать|Ich bekomme ein Geschenk.|Я получаю подарок.
213|verb|meinen, meint, meinte, hat gemeint|иметь в виду|Er meint es gut.|Он имеет в виду хорошее.
214|pron|davon|об этом|Ich weiß nichts davon.|Я ничего не знаю об этом.
215|verb|fahren, fährt, fuhr, ist gefahren|ехать|Er fährt nach Hause.|Он едет домой.
216|verb|kennen, kennt, kannte, hat gekannt|знать|Ich kenne ihn.|Я знаю его.
217|pron|dich|тебя, себя|Ich sehe dich.|Я вижу тебя.
218|die|die Mutter, -̈|мать|Meine Mutter ist hier.|Моя мать здесь.
219|die|die Woche, -n|неделя|Die Woche war gut.|Неделя была хорошей.
220|der|der Weg, -e|путь|Der Weg ist lang.|Путь длинный.
221|adv|weiter|дальше|Ich gehe weiter.|Я иду дальше.
222|das|das Auge, -n|глаз|Er hat schöne Augen.|У него красивые глаза.
223|adv|oft|часто|Ich lese oft Bücher.|Я часто читаю книги.
224|die (pl)|Leute|люди|Viele Leute sind hier.|Здесь много людей.
225|adv|allerdings|однако|Das ist allerdings richtig.|Это, однако, правильно.
226|adv|sogar|даже|Er ist sogar größer.|Он даже выше.
227|adv|jedoch|однако|Er kommt jedoch nicht.|Он, однако, не приходит.
228|verb|setzen, setzt, setzte, hat gesetzt|ставить, сажать|Er setzt das Glas auf den Tisch.|Он ставит стакан на стол.
228|verb|setzen, setzt, setzte, hat gesetzt|садиться|Er setzt sich auf den Stuhl.|Он садится на стул.
229|adv|deshalb|поэтому|Deshalb bin ich hier.|Поэтому я здесь.
230|adj|weit|широкий, далеко|Der Weg ist weit.|Путь далёкий.
231|verb|sitzen, sitzt, saß, hat gesessen|сидеть|Er sitzt auf dem Stuhl.|Он сидит на стуле.
232|der|der Vater, -̈|отец|Mein Vater ist stark.|Мой отец сильный.
233|pron|dein|твой|Das ist dein Buch.|Это твоя книга.
234|verb|arbeiten, arbeitet, arbeitete, hat gearbeitet|работать|Er arbeitet hart.|Он работает усердно.
235|das|das Geld, -er|деньги|Ich brauche Geld.|Мне нужны деньги.
236|das|das Unternehmen, -|предприятие, компания|Das Unternehmen ist groß.|Компания большая.
237|adj|nächste (r, s)|следующий|Die nächste Woche.|Следующая неделя.
238|verb|erklären, erklärt, erklärte, hat erklärt|объяснять|Er erklärt das Problem.|Он объясняет проблему.
239|adj|klar|ясный|Das Wasser ist klar.|Вода прозрачная.
240|der|der Doktor, -en (Dr.)|доктор|Der Doktor ist da.|Доктор здесь.
241|das|das Paar, -e|пара|Ein glückliches Paar.|Счастливая пара.
241|pron|das Paar, -e|несколько|Ich habe ein paar Fragen.|У меня есть несколько вопросов.
242|adj|das Recht, -e|право|Sie hat das Recht zu wählen.|У нее есть право голоса.
242|das|das Recht, -e|право|Das Recht ist wichtig.|Право важно.
242|part|das Recht, -e|довольно|Es ist recht schwierig.|Это довольно сложно.
243|prep|wegen|из-за|Wegen des Regens.|Из-за дождя.
244|pron|dir|тебе|Ich gebe dir das Buch.|Я даю тебе книгу.
245|das|das Wasser, -|вода|Das Wasser ist kalt.|Вода холодная.
246|verb|bestehen, besteht, bestand, hat bestanden|существовать, настаивать, сдать|Die Firma besteht seit 1990.|Компания существует с 1990 года.
247|verb|versuchen, versucht, versuchte, hat versucht|пытаться|Ich versuche es.|Я пытаюсь.
248|der|der Punkt, -e|точка|Ein Punkt im Text.|Точка в тексте.
249|der|der Grund, -̈e|причина|Der Grund ist klar.|Причина ясна.
250|der|der Kopf, -̈e|голова|Der Kopf tut weh.|Голова болит.
251|verb|beginnen, beginnt, begann, hat begonnen|начинать|Wann beginnt der Film?|Когда начинается фильм?
252|verb|laufen, läuft, lief, ist gelaufen|бегать|Er läuft jeden Morgen.|Он бегает каждое утро.
253|das|das Bild, -er|картина|Das Bild ist schön.|Картина красивая.
254|adj|verschieden|разный, различный|Sie haben verschiedene Ideen.|У них разные идеи.
255|der|der Name, -n|имя|Ihr Name ist bekannt.|Её имя известно.
256|die|die Aufgabe, -n|задача|Die Aufgabe ist schwer.|Задача сложная.
257|adj|schwer|тяжёлый, сложный|Das Buch ist schwer.|Книга тяжёлая.
258|verb|entsprechen, entspricht, entsprach, hat entsprochen|соответствовать|Das Ergebnis entspricht den Erwartungen.|Результат соответствует ожиданиям.
259|verb|treffen, trifft, traf, hat getroffen|встречать|Wir treffen uns um acht.|Мы встречаемся в восемь.
260|die|die Art, -en|вид|Welche Art von Musik magst du?|Какой вид музыки тебе нравится?
261|adv|wohl|хорошо|Er fühlt sich wohl.|Он чувствует себя хорошо.
261|part|wohl|возможно|Wohl wird es regnen.|Возможно, пойдет дождь.
262|die|die Geschichte, -n|история|Die Geschichte ist spannend.|История захватывающая.
263|verb|erzählen, erzählt, erzählte, hat erzählt|рассказывать|Erzählen Sie mir mehr!|Расскажите мне больше!
264|verb|entstehen, entsteht, entstand, ist entstanden|возникать|Neue Ideen entstehen oft spontan.|Новые идеи часто возникают спонтанно.
265|adj|sicher|безопасный, уверенный|Er fühlt sich sicher.|Он чувствует себя в безопасности.
266|prep|neben|рядом с|Das Auto steht neben dem Haus.|Машина стоит рядом с домом.
267|adv|allein, alleine|один|Sie wohnt allein.|Она живет одна.
268|die|die Abbildung, -en (Abb.)|изображение|Die Abbildung ist hilfreich.|Изображение полезно.
269|prep|hinter|позади|Der Garten liegt hinter dem Haus.|Сад находится за домом.
270|adv|besonders|особенно|Ich mag besonders die Farben.|Мне особенно нравятся цвета.
271|verb|tragen, trägt, trug, hat getragen|носить|Er trägt eine schwere Tasche.|Он несет тяжелую сумку.
272|adv|kaum|едва|Ich habe kaum geschlafen.|Я едва спал.
273|der|der Freund, -e|друг|Er ist mein bester Freund.|Он мой лучший друг.
274|num|fünf|пять|Ich habe fünf Bücher.|У меня есть пять книг.
275|verb|scheinen, scheint, schien, hat geschienen|светить, казаться|Die Sonne scheint heute.|Сегодня светит солнце.
276|die|die Stunde, -n|час|Die Stunde war interessant.|Час был интересным.
277|verb|aussehen, sieht aus, sah aus, hat ausgesehen|выглядеть|Du siehst müde aus.|Ты выглядишь усталым.
278|adv|gern, gerne|с удовольствием|Ich spiele gern Tennis.|Я с удовольствием играю в теннис.
279|adv|überhaupt|вообще|Hast du überhaupt Zeit?|У тебя вообще есть время?
280|adj|bestimmt|особенный, определенный|Das ist bestimmt richtig.|Это определенно правильно.
281|conj|sowie|как и|Er kam sowie sie ging.|Он пришел, как только она ушла.
282|der|der Professor, -en|профессор|Der Professor erklärt es gut.|Профессор хорошо объясняет.
283|pron|darüber, drüber|об этом|Wir sprechen darüber morgen.|Мы поговорим об этом завтра.
284|pron|deren|чей|Das ist das Haus, deren Fenster offen sind.|Это дом, чьи окна открыты.
285|verb|schaffen, schafft, schuf, hat geschaffen|создавать, управлять|Wir schaffen das gemeinsam.|Мы справимся с этим вместе.
286|pron|damals|тогда|Damals war alles anders.|Тогда все было иначе.
287|verb|erhalten, erhält, erhielt, hat erhalten|получать|Ich habe deinen Brief erhalten.|Я получил твое письмо.
288|verb|lernen, lernt, lernte, hat gelernt|учить|Ich lerne Deutsch.|Я учу немецкий.
289|adj|frei|свободный|Ich bin heute frei.|Я сегодня свободен.
290|adj|der Wert, -e|ценность|Der Wert dieser Münze ist hoch.|Ценность этой монеты высока.
290|der|der Wert, -e|стоимость|Das hat keinen Wert.|Это не имеет стоимости.
291|conj|beziehungsweise, bzw.|или|Sie oder beziehungsweise er kommt.|Она или он придет.
292|pron|daran, dran|на этом|Ich arbeite daran.|Я работаю над этим.
293|verb|suchen, sucht, suchte, hat gesucht|искать|Ich suche meine Schlüssel.|Я ищу свои ключи.
294|das|Europa|Европа|Europa ist vielfältig.|Европа разнообразна.
295|adj|gemeinsam|общий|Wir haben ein gemeinsames Ziel.|У нас общая цель.
296|adj|rund|круглый|Die Erde ist rund.|Земля круглая.
296|adv|rund|около|Rund 100 Leute kamen.|Около 100 человек пришли.
297|die|die Zahl, -en|число|Die Zahl der Gäste steigt.|Число гостей увеличивается.
298|das|das Thema, -en|тема|Das Thema ist interessant.|Тема интересная.
299|verb|handeln, handelt, handelte, hat gehandelt|торговать|Er handelt mit Aktien.|Он торгует акциями.
300|das|das Buch, -̈er|книга|Das Buch ist neu.|Книга новая.
301|pron|bisschen, bissel|немного|Ich brauche ein bisschen Hilfe.|Мне нужно немного помощи.
302|adj|deutlich|ясный|Das ist deutlich besser.|Это явно лучше.
303|adv|anders|иначе|Alles ist jetzt anders.|Теперь все иначе.
304|adj|politisch|политический|Er ist politisch engagiert.|Он политически активен.
305|verb|lesen, liest, las, hat gelesen|читать|Ich lese gern Romane.|Я люблю читать романы.
306|der|der Blick, -e|взгляд|Der Blick auf das Meer ist schön.|Вид на море красивый.
307|die|die Form, -en|форма|Die Form ist rund.|Форма круглая.
