|word|lemma
2016.0|ah-ah|ah-ah
2017.0|Schokofrüchte|die Schokofrüchte
2022.0|Nehm|nehmen
2023.0|Meeresfrisch|meeresfrisch
2026.0|Ess|essen
2030.0|lösch|löschen
2032.0|Welches|welches
2038.0|Entscheidungsschwierigkeit|die Entscheidungsschwierigkeit
2039.0|Hin|hin
2040.0|Her|her
2041.0|möchten|möchten
2042.0|Flieg|fliegen
2045.0|Gabi|Gabi
2046.0|Gitte|Gitte
2047.0|Gudrun|Gudrun
2049.0|Ah-ah|Ah-ah
2050.0|Spazieren|spazieren
2051.0|Küss|küssen
2053.0|uhh|–
2054.0|Netflix-Serie|die Netflix-Serie
2059.0|Könnt|können
2065.0|verlier|verlieren
2072.0|solln|sollen
2076.0|Steinzeithöhle|die Steinzeithöhle
2079.0|De-de-de-de-de|De-de-de-de-de
2080.0|de-de-de-de|de-de-de-de
2093.0|Ha|Ha
2099.0|Hähnchengrillstand|der Hähnchengrillstand
2107.0|Schreie|die Schreie
2108.0|Ey|–
2113.0|Frag|fragen
2114.0|gröln|grölen
2117.0|taumelnd|taumeln
2122.0|Wiegenmelodie|die Wiegenmelodie
2131.0|geselln|gesellen
2136.0|Armen|die Armen
2143.0|haubitzenvoll|haubitzenvoll
2152.0|stepn|–
2153.0|Mic|das Mikrofon
2156.0|Parent|das Elternteil
2157.0|working|arbeitend
2158.0|class|die Klasse
2159.0|Ticke|ticken
2162.0|pasen|passen
2164.0|aussiehen|aussehen
2166.0|Friend|der Freund
2167.0|tuen|tun
2172.0|Shampoos|die Shampoos
2173.0|Pilsator|der Pilsator
2174.0|Straight-Edgе|Straight-Edge
2176.0|Dreads|die Dreads
2181.0|Links|links
2182.0|linke|link
2184.0|Unsere|unsere
2186.0|Kommentarfeed|der Kommentarfeed
2192.0|Dulli|der Dulli
2195.0|battle|der Kampf
2202.0|nich|nich
2203.0|boomeren|boomeren
2204.0|60|sechzig
2205.0|20|zwanzig
2210.0|acten|achten
2211.0|Atzen|die Atzen
2212.0|fuck|–
2214.0|bist|sein
2216.0|linker|link
2217.0|weak|weak
2218.0|Hängenblieben|hängenbleiben
2220.0|Savas|Savas
2221.0|Beatles|Beatles
2224.0|toxic|toxic
2225.0|macker|Macker
2230.0|guck|gucken
2234.0|dreads|die Dreads
2235.0|Appropriat|angemessen
2236.0|Culture|die Kultur
2238.0|Anna-Lena|Anna-Lena
2239.0|Baader-Meinhof|Baader-Meinhof
2240.0|10|zehn
2251.0|lachend|lachen
2252.0|kapier|kapieren
2256.0|angenäht|annähen
2259.0|allererster|der allererste
2268.0|Boxverein|der Boxverein
2271.0|Pickeln|die Pickel
2272.0|übersaten|übersaten
2276.0|verheulen|verheulen
2279.0|partyschwul|partyschwul
2304.0|Schneidezähne|die Schneidezähne
2306.0|frier|frieren
2310.0|Vollgetankt|volltanken
2311.0|punk|der Punk
2317.0|Sid|Sid
2323.0|likeen|likeen
2325.0|Haen|haben
2330.0|Nennst|nennen
2331.0|Gloriola|die Gloriola
2333.0|Deutschland-D|Deutschland-D
2336.0|Zappa|Zappa
2339.0|Punk-Boulevard|der Punk-Boulevard
2343.0|Wölfi|Wölfi
2344.0|TEC|TEC
2345.0|Schokoladenpunk|der Schokoladenpunk
2346.0|Trockener|trocken
2348.0|Fünf-Gänge-Punk|der Fünf-Gänge-Punk
2349.0|Punk-Gourmet|der Punk-Gourmet
2352.0|Geisteskrank|geisteskrank
2356.0|Moves|Moves
2357.0|Noch|noch
2359.0|Steh|stehen
2360.0|Lohnn|der Lohn
2363.0|Spotify|das Spotify
2364.0|Workout-Playlist|die Workout-Playlist
2366.0|push|pushen
2367.0|Hört|hören
2368.0|Welthass-Selbsthass-Mix|der Welthass-Selbsthass-Mix
2370.0|Germany|das Deutschland
2374.0|Boss-Transformation|die Boss-Transformation
2378.0|Modus-Mio-isiert|Modus-Mio-isiert
2384.0|verweichlicht|verweichlichen
2385.0|Befindlichkeitsscheiße|die Befindlichkeit
2393.0|SMS-Kurznachricht|die SMS-Kurznachricht
2403.0|null|
2409.0|Wellblechzaun|der Wellblechzaun
2412.0|gehaun|hauen
2413.0|Blum|der Blum
2416.0|Sieht|sehen
2421.0|Holoferne|die Holoferne
2425.0|schlechte|schlecht
2427.0|engagiern|engagieren
2428.0|sollnen|sollen
2430.0|Parol|Parole
2431.0|beschmiern|beschmieren
2435.0|Holofernes|der Holofernes
2439.0|ruhn|ruhen
2446.0|Denk|denken
2450.0|Fällt|fallen
2452.0|schreisen|schreien
2453.0|sitzn|sitzen
2454.0|Starbucks|das Starbucks
2455.0|Phuket|das Phuket
2460.0|Bedient|bedienen
2465.0|Ciao|das Ciao
2469.0|Touri-Gesindel|das Touri-Gesindel
2471.0|Meinen|meinen
2473.0|andern|ändern
2475.0|Profi-Cam|die Profi-Kamera
2476.0|abgelichtet|ablichten
2478.0|Fotohandy|das Fotohandy
2484.0|Ramschhändler|der Ramschhändler
2493.0|Trekkingzelt|das Trekkingzelt
2495.0|naturbewusst|naturbewusst
2496.0|Flugzeugschmutz|der Flugzeugschmutz
2499.0|Hektikmodus|der Hektikmodus
2504.0|Geldwechselstrom|der Geldwechselstrom
2505.0|Hotelrezeption|die Hotelrezeption
2506.0|Runterkommen|runterkommen
2508.0|bestelln|bestellen
2516.0|buch|buchen
2521.0|Betrachten|betrachten
2525.0|Pringles|die Pringles
2532.0|Brüste|Brust
2538.0|Fotografier|fotografieren
2544.0|E-E-Erinnerung|die Erinnerung
2545.0|finstre|finster
2546.0|Jobroutine|die Jobroutine
2550.0|Hola|das Hola
2551.0|amazing|amazing
2554.0|wärens|wären
2555.0|Tro-|der Trost
2557.0|-phäen|die Trophäe
2558.0|Fliegende|fliegend
2561.0|Rhythme|der Rhythmus
2563.0|Hätt|haben
2565.0|gäb|geben
2567.0|ohh|ohh
2569.0|siehts|sehen
2572.0|Break-up-Frisur|die Frisur
2573.0|Damn|Damn
2574.0|change|die Veränderung
2576.0|fresh|fresh
2578.0|Catchphrase|die Schlagphrase
2579.0|Fast-Food-Narr|der Narr
2580.0|gefühlt|fühlen
2582.0|ess|essen
2584.0|nächster|nächster
2586.0|Alkoholkarriere|die Alkoholkarriere
2591.0|durchlöcher|durchlöchern
2592.0|Naturgötter|die Naturgötter
2603.0|Passport|der Pass
2604.0|Erfinden|erfinden
2608.0|360|dreihundertsechzig
2610.0|-60|minus sechzig
2611.0|äußerer|äußerer
2614.0|Wechselbar|wechselbar
2620.0|Begebe|begeben
2623.0|hockn|hocken
2626.0|Egoallergie|die Egoallergie
2634.0|Eo|das Eo
2635.0|eo|das eo
2637.0|Heeo|das Heeo
2640.0|Hoffentlich|hoffentlich
2648.0|Benz|der Benz
2651.0|gross|groß
2656.0|verführn|verführen
2657.0|spaziern|spazieren
2661.0|falln|fallen
2663.0|Garantiert|garantieren
2671.0|bitteen|bitten
2674.0|Musst|müssen
2676.0|Nie|nie
2677.0|brich|brechen
2690.0|denkn|denken
2691.0|lieg|liegen
2695.0|Pickt|picken
2700.0|entfernn|entfernen
2702.0|Märchen-Erzähler|der Erzähler
2703.0|Verkleidungskünstler|der Verkleidungskünstler
2704.0|Karnevalsnacht|die Karnevalsnacht
2710.0|Ähh|das Ähh
2712.0|Diss-Angriff|der Angriff
2713.0|hüa|das Hüa
2714.0|Alli-alligatoah|das Wortspiel
2718.0|Alli-Alligatoah|der Alli-Alligatoah
2721.0|daccord|das Daccord
2727.0|sprechn|sprechen
2734.0|Zauberhafter|zauberhaft
2735.0|Tausendsasser|der Tausendsassa
2736.0|Kauz-Charakter|der Charakter
2737.0|Frauenbetaster|der Frauenbetaster
2738.0|vergess|vergessen
2739.0|ausdacht|ausdenken
2740.0|Lagosch|das Lagosch
2741.0|terroretisch|terroretisch
2742.0|rumkaspern|herumkaspern
2743.0|Lasse|lassen
2748.0|Boys|die Jungen
2753.0|Weltwackelbild|das Weltwackelbild
2761.0|Tja|das Tja
2763.0|Kommerz-faschist|der Faschist
2765.0|Zwerg-Kanickel|das Zwergkaninchen
2770.0|Freust|freuen
2772.0|days|die Tage
2773.0|Strw|das Strw
2777.0|Spe|das Spe
2778.0|Sturmmasken-Bildner|der Bildner
2787.0|Schmuckladen|der Schmuckladen
2792.0|Puffdame|die Puffdame
2797.0|rimmen|rimmen
2798.0|go|go
2799.0|Alligatoah|der Alligatoah
2801.0|Whoo|das Whoo
2811.0|Cro|der Cro
2813.0|ermittln|ermitteln
2815.0|Stichprobentest|der Stichprobentest
2816.0|findens|finden
2819.0|ruf|rufen
2820.0|Äh|das Äh
2822.0|Deinen|dein
2824.0|bring|bringen
2826.0|Gilette-Wachs|das Wachs
2827.0|Kombinier|kombinieren
2828.0|kombinier|kombinieren
2830.0|Jalousie-bedeckter|der Bedeckte
2833.0|Iggy|der Iggy
2835.0|zeugenlos|zeugenlos
2839.0|euphorieberaubt|euphorieberaubt
2842.0|tippitop|tippitop
2844.0|Groß-vater|der Großvater
2848.0|solltest|sollen
2855.0|Luftschlössern|die Luftschlösser
2857.0|Gucklöchern|das Guckloch
2859.0|KO-Tropfen|die Tropfen
2861.0|deim|dein
2864.0|Überwach|überwachen
2869.0|gehst|gehen
2871.0|Giftschlangengrube|die Giftschlangengrube
2876.0|aktiviern|aktivieren
2883.0|legn|legen
2894.0|Sandstaub|der Sandstaub
2898.0|entlässt|entlassen
2901.0|frequentiersn|frequentieren
2903.0|holn|holen
2907.0|300|dreihundert
2912.0|Sagt|sagen
2918.0|Rolls-Royce-Kühlerfigur|die Kühlerfigur
2927.0|yes|yes
2928.0|no|no
2931.0|Kiss|der Kuss
2932.0|rausgehören|herausgehören
2933.0|44|vierundvierzig
2935.0|öh|das Öh
2939.0|Da|das Da
2940.0|Vinci|der Vinci
2941.0|viertbester|viertbester
2942.0|Kirschkernweitspucker|der Kirschkernweitspucker
2945.0|Trek|der Trek
2946.0|7|sieben
2947.0|Regiekommentar|der Regiekommentar
2948.0|Napoleon|der Napoleon
2963.0|bunen|die Bunen
2964.0|win|der Gewinn
2968.0|wrong|wrong
2969.0|Kong|der Kong
2974.0|humpelsn|humpeln
2978.0|Simple|simple
2983.0|ACAB|das ACAB
2985.0|Playsi|die Playsi
2989.0|Achso|achso
2991.0|simple|simple
2992.0|3|drei
2993.0|4|vier
2994.0|Easy|easy
2995.0|Gewinnt|gewinnen
2997.0|Dümmste|dumm
3000.0|Jeff|der Jeff
3001.0|Bezos|der Bezos
3005.0|Kapitalistisch|kapitalistisch
3010.0|Peut-être|-
3011.0|en|das Wort
3012.0|allemand|das Deutsch
3013.0|Orelsan|Orelsan
3014.0|Gewinnen|gewinnen
3015.0|Triffst|treffen
3018.0|125|einhundertfünfundzwanzig
3020.0|Gleichgesinnten|gleichgesinnt
3023.0|siebenundzwanzig|siebenundzwanzig
3033.0|entspannt|entspannt
3034.0|Sonntagsbrunch|der Sonntagsbrunch
3035.0|Pärchenurlaub|der Pärchenurlaub
3037.0|gemeint|meinen
3039.0|Anti|anti
3046.0|Risikoanlage|die Risikoanlage
3047.0|draufzugehen|draufgehen
3058.0|Plastikbong|die Plastikbong
3065.0|Quarterlife|das Viertelleben
3066.0|Crisis|die Krise
3071.0|Irgendwo|irgendwo
3072.0|Gibts|geben
3079.0|Wär|wäre
3080.0|hätt|haben
3082.0|sensibler|sensibel
3083.0|Makelloser|makellos
3093.0|Kritzelt|kritzeln
3094.0|Irgendwer|irgendwer
3095.0|Ehrenmedaille|die Ehrenmedaille
3096.0|Teilnehmerurkunde|die Teilnehmerurkunde
3099.0|Kriegt|kriegen
3101.0|Gib|geben
3105.0|Deagle|die Desert Eagle
3107.0|Gatoah|Gatoah
3109.0|Geometrisch|geometrisch
3110.0|LEGO-Face|das Gesicht
3111.0|YouTuber-Look|der Look
3113.0|fress|fressen
3114.0|Beautyprodukt|das Beautyprodukt
3118.0|Gesichtsfalte|die Gesichtsfalte
3119.0|Jackson|Jackson
3120.0|trag|tragen
3123.0|Lieblingsrohstoff|der Lieblingsrohstoff
3127.0|yo|yo
3128.0|Spieglein|das Spieglein
3133.0|verstehn|verstehen
