#separator:tab
#html:false
0030	извинять	kechirmoq	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0031	извиняться	kechirim so‘ramoq	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0032	Мои извинения.	Meni kechirgaysiz.	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0033	Простите!	Afv etasiz!	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0034	прощать (кого-л.)	afv etmoq	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0035	Ничего страшного (ответ)	Hechqisi yo‘q	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0036	пожалуйста (при просьбе)	marhamat qilib	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0037	Не забудьте!	Unutmang!	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0038	Конечно!	Albatta!	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0039	Конечно нет!	Albatta, yo‘q!	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0040	Согласен!	Roziman!	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0041	Хватит!	Bas!	002	Приветствия. Прощания. Извинения. Благодарность	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0042	господин	Janob	003	Обращения	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0043	госпожа	Xonim	003	Обращения	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0044	девушка	Yaxshi qiz	003	Обращения	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0045	молодой человек	Yaxshi yigit	003	Обращения	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0046	мальчик	Bolakay	003	Обращения	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0047	девочка	Qizaloq	003	Обращения	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0048	0 ноль	nol	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0049	1 один	bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0050	2 два	ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0051	3 три	uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0052	4 четыре	to‘rt	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0053	5 пять	besh	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0054	6 шесть	olti	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0055	7 семь	etti	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0056	8 восемь	sakkiz	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0057	9 девять	to‘qqiz	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0058	10 десять	o‘n	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0059	11 одиннадцать	o‘n bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0060	12 двенадцать	o‘n ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0061	13 тринадцать	o‘n uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0062	14 четырнадцать	o‘n to‘rt	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0063	15 пятнадцать	o‘n besh	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0064	16 шестнадцать	o‘n olti	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0065	17 семнадцать	o‘n etti	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0066	18 восемнадцать	o‘n sakkiz	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0067	19 девятнадцать	o‘n to‘qqiz	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0068	20 двадцать	yigirma	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0069	21 двадцать один	yigirma bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0070	22 двадцать два	yigirma ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0071	23 двадцать три	yigirma uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0072	30 тридцать	o‘ttiz	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0073	31 тридцать один	o‘ttiz bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0074	32 тридцать два	o‘ttiz ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0075	33 тридцать три	o‘ttiz uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0076	40 сорок	qirq	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0077	41 сорок один	qirq bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0078	42 сорок два	qirq ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0079	43 сорок три	qirq uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0080	50 пятьдесят	ellik	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0081	51 пятьдесят один	ellik bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0082	52 пятьдесят два	ellik ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0083	53 пятьдесят три	ellik uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0084	60 шестьдесят	oltmish	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0085	61 шестьдесят один	oltmish bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0086	62 шестьдесят два	oltmish ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0087	63 шестьдесят три	oltmish uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0088	70 семьдесят	etmish	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0089	71 семьдесят один	etmish bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0090	72 семьдесят два	etmish ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0091	73 семьдесят три	etmish uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0092	80 восемьдесят	sakson	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0093	81 восемьдесят один	sakson bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0094	82 восемьдесят два	sakson ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0095	83 восемьдесят три	sakson uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0096	90 девяносто	to‘qson	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0097	91 девяносто один	to‘qson bir	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0098	92 девяносто два	to‘qson ikki	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0099	93 девяносто три	to‘qson uch	004	Числа от 1 до 100	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0100	100 сто	yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0101	200 двести	ikki yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0102	300 триста	uch yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0103	400 четыреста	to‘rt yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0104	500 пятьсот	besh yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0105	600 шестьсот	olti yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0106	700 семьсот	etti yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0107	800 восемьсот	sakkiz yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0108	900 девятьсот	to‘qqiz yuz	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0109	1000 тысяча	ming	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0110	2000 две тысячи	ikki ming	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0111	3000 три тысячи	uch ming	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0112	10000 десять тысяч	o‘n ming	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0113	100000 сто тысяч	yuz ming	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0114	миллион	million	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0115	миллиард	milliard	005	Числа от 100 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0116	первый	birinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0117	второй	ikkinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0118	третий	uchinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0119	четвёртый	to‘rtinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0120	пятый	beshinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0121	шестой	oltinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0122	седьмой	ettinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0123	восьмой	sakkizinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0124	девятый	to‘qqizinchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0125	десятый	o‘ninchi	006	Числа. Порядковые числительные	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0126	дробь	kasr	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0127	одна вторая	ikkidan bir	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0128	одна третья	uchdan bir	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0129	одна четвертая	to‘rtdan bir	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0130	одна восьмая	sakkizdan bir	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0131	одна десятая	o‘ndan bir	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0132	две третьих	uchdan ikki	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0133	три четвёртых	to‘rtdan uch	007	Числа. Дроби	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0134	вычитание	ayirish	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0135	вычитать	ayirmoq	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0136	деление	bo‘lish	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0137	делить	bo‘lmoq	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0138	сложение	qo‘shish	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0139	сложить (матем.)	qo‘shmoq	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0140	прибавлять	yana qo‘shmoq	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0141	умножение	ko‘paytirish	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0142	умножать	ko‘paytirmoq	008	Числа. Математические действия	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0143	цифра	raqam	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0144	число	son	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0145	числительное	sanoq son	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0146	минус	minus	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0147	плюс	plyus	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0148	формула	formula	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0149	вычисление	hisoblash	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0150	считать	sanamoq	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0151	подсчитывать	hisoblamoq	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0152	сравнивать	solishtirmoq	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0153	Сколько? (неисчисл.)	Qancha?	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0154	Сколько? (исчисл.)	Nechta?	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0155	сумма	summa	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0156	результат	natija	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0157	остаток	qoldiq	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0158	несколько	bir nechta	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0159	немного	bir oz ...	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0160	остальное	qolgani	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0161	полтора	bir yarim	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0162	дюжина	o‘n ikkita	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0163	пополам (на 2 части)	ikkiga bo‘lib	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0164	поровну	teng-baravar	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0165	половина	yarim	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0166	раз	marta	009	Числа. Разное	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0167	бежать	yugurmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0168	бояться	qo‘rqmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0169	брать	olmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0170	быть	bo‘lmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0171	видеть	ko‘rmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0172	владеть	ega bo‘lmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0173	возражать	e’tiroz bildirmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0174	входить (в комнату и т.п.)	kirmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0175	выбирать	tanlamoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0176	выходить (из дома)	chiqmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0177	говорить (разговаривать)	gapirmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0178	готовить (обед)	tayyorlamoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0179	давать	bermoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0180	делать	qilmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0181	доверять	ishonmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0182	думать	o‘ylamoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0183	жаловаться	shikoyat qilmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0184	ждать	kutmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0185	забывать	unutmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0186	завтракать	nonushta qilmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0187	заказывать	buyurtma bermoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0188	заканчивать	tugatmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0189	замечать (увидеть)	ko‘rib qolmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0190	записывать	yozib olmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0191	защищать (страну)	himoya qilmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0192	звать (на помощь и т.п.)	chaqirmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0193	знать (кого-л.)	tanimoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0194	знать (что-л.)	bilmoq	010	Самые важные глаголы - 1	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0195	играть	o‘ynamoq	011	Самые важные глаголы - 2	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0196	идти	yurmoq	011	Самые важные глаголы - 2	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0197	извиняться	kechirim so‘ramoq	011	Самые важные глаголы - 2	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0198	изменить (поменять)	o‘zgartirmoq	011	Самые важные глаголы - 2	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0199	изучать	o‘rganmoq	011	Самые важные глаголы - 2	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
0200	иметь	ega bo‘lmoq	011	Самые важные глаголы - 2	01	основные понятия / часть 1	1	ОСНОВНЫЕ ПОНЯТИЯ
