die Anwendung
die Verhandlung
die Geschwindigkeit
die Forderung
die Luft
die Punkte
die Weise
die Konzentration
die Spur
die Tat
die Einladung
die Gitarre
die Bildung
die Unterstützung
die Voraussetzung
die Wissenschaft
die Behörde
die Macht
die Menge
die Erinnerung
die Absicht
die Million
die Brücke
die Masse
die Zahl
die Liebe
die Strategie
die Verantwortung
die Vorlesung
die Last
die Qualität
die Bevölkerung
die Option
die Fabrik
die Kritik
die Ferse
die App
die Ehrlichkeit
die Tabelle
die Technologie
die Sitzung
die Schwierigkeit
die Party
die Partei
die Kiste
die Medizin
die Handlung
die Gesetze
die Vase
die Konsequenz
die Bindung
die Theorie
die Basis
die Temperatur
die Linie
die Beziehung
die Leitung
die Lieferung
die Ideen
die Wirkung
die Nachfrage
die Ebene
die Veranstaltung
die Höhe
die Schuld
die Ordnung
die Studie
die Dinge
die Tochter
die Sicherheit
die Angabe
die Umfrage
die Unschuld
die Bedingung
die Anweisungen
die Haut
die Konferenz
die Insel
die Währung
die Hitze
die Einführung
die Neuigkeit
die Kopfschmerzen
die Folie
die EU
die Spannung
die Landschaft
die Umwelt
die Zigarette
die Beschreibung
die Verwendung
die Fläche
die Augen
die Kreuzung
die Armut
die Grafik
die Umsatzentwicklung
die Funktion
die Statue
die Beweise
die Fachkraft
die Spitzenlast
die Herzen
die Handschuhe
die Mitte
die Oberfläche
die Pflicht
die Schildkröte
die Kreativität
die Dame
die Phase
die Aluminiumfolie
die Filiale
die Wirtschaft
die Kleidung
die Transparenz
die Atmosphäre
die Brise
die SPD
die Reform
die Ablenkung
die Maria
die Katze
die Schuhe
die Priorität
die Überraschung
die Schweiz
die Regionen
die Mama
die Nummer
die Kasse
die Eigenschaft
die Füße
die Schlange
die Feuerwehr
die Nazi-Einsatzgruppe
die Hunde
die Jahren
die Ausrede
die Weltsprache
die Reinigung
die Wörter
die Appinstallation
die Krawatte
die Ader
die Sekunde
die Ernte
die Romane
die Oma
die Anzahl
die Haltestelle
die Lotterie
die Grundlage
die Auswahl
die Liste
die Erwartungen
die Verzögerung
die Erlaubnis
die Pünktlichkeit
die Nachlässigkeit
die Verfügung
die Seen
die Schraube
die Kirche
die CDU
die Länge
die Bescheinigung
die Todesursache
die Betten
die Bezahlung
die Gebiete
die Hälfte
die Türkei
die Produktion
die Großmutter
die Täuschung
die Entschädigung
die Position
die Angelegenheit
die Vorwarnung
die Trommel
die Steuer
die Spritze
die Mathe
die Beziehungen
die Kultur
die Anweisung
die Zelle
die Gassen
die Altstadt
die Nachtschicht
die Abbildung
die Mühe
die Brille
die Expedition
die Türklinke
die Datenbank
die Schwester
die Abmachung
die Laune
die Absätze
die Kindheit
die Gefahren
die Version
die Bäche
die Fabrikhalle
die Telefonnummer
die Hinweise
die Stille
die Birne
die Grüne
die Schulter
die Enzyklopädie
die Vielfalt
die Freundin
die Montage
die Sozialleistung
die Lehrerin
die Sammlung
die Aufregung
die Politik
die Freizeit
die Definition
die Bestellung
die Personalabteilung
die Erfüllung
die Scheibe
die Umsetzung
die Wartung
die Behauptung
die Schulung
die Rückmeldung
die Metapher
die Sängerin
die Treppe
die Inflation
die Substanz
die Auswirkung
die Karotte
die Summe
die Hoffnung
die Windel
die Norm
die Stelle
die Regung
die Entwicklung
die Struktur
die Tasse
die IT-Ausbildung
die Berufsausbildung
die Garage
die Karriere
die Generation
die Frucht
die Herausforderung
die Förderung
die Einrichtung
die Vergangenheit
die Autobahn
die Gleichung
die Musikerin
die Briefmarke
die Chemie
die Finanzierung
die Datenauswertung
die Rezensionen
die Saison
die Probleme
die Argumentation
die Wendung
die Welle
die Nase
die Erkältung
die Resultate
die Diät
die Besucherzahlen
die Verteilung
die Gäste
die Kapazität
die Figur
die Lampe
die Jobsuche
die Schokolade
die Jugendliche
die Geste
die Notlage
die Klage
die Zusammenarbeit
die Statistik
die KI
die Milliarde
die Niederlage
die Notiz
die Baumwolle
die DDR
die Bundesregierung
die Szene
die Tante
die Goldmedaille
die Wahrscheinlichkeit
die Preiserhöhung
die Vorschrift
die Schwelle
die Lust
die Unterlage
die Börse
die Wirklichkeit
die Union
die Demokratie
die Entschuldigung
die Genehmigung
die Botschaft
die Jacke
die Gemeinde
die Aktivität
die Innenstadt
die Strecke
die Praxis
die Echtzeit
die Annahme
die Bühne
die Reihenfolge
die Richtung
die Jury
die Formel
die Mythologie
die Runde
die Debatte
die Umgebung
die Demonstranten
die Muttersprache
die Suche
die Wiese
die Kategorie
die VWL
die Kenntnis
die Mark
die Religionswissenschaftslehrerin
die Schlacht
die Mehrheit
die Bakterie
die Ente
die Hauptstadt
die Zustimmung
die Ampel
die Abteilung
die Waffe
die Spiegelfläche
die Weile
die Sauna
die Massage
die Uni
die Alternative
die Ladung
die Komponente
