|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
97.0|uns|pronoun|us|Das Abenteuerbuch hat uns gestern Abend regelrecht gefesselt.|The adventure book completely captivated us last night.|der;Abenteuerbuch;haben;uns;gestern;Abend;regelrecht;fesseln
97.001|uns|pronoun|we|Man hat uns gestern von der bevorstehenden Änderung informiert.|They informed us yesterday about the upcoming change.|man;haben;uns;gestern;von;der;bevorstehend;Änderung;informieren
100.0|bis|preposition|until|Der Laden bleibt geöffnet, bis die letzte Kundin bedient wurde.|The shop stays open until the last customer was served.|der;Laden;bleiben;öffnen;bis;der;letzter;Kundin;bedienen;werden
104.0|sehr|adverb|very|Der Vortrag war sehr informativ und zog viele Interessierte an.|The lecture was very informative and attracted many interested people.|der;Vortrag;sein;sehr;informativ;und;anziehen;vieler;Interessierte;an
105.0|mal|conjunction|times|Fünf mal sechs ergibt dreißig in der einfachen Multiplikation.|Five times six equals thirty in basic multiplication.|fünf;mal;sechs;ergeben;dreißig;in;der;einfach;Multiplikation
106.0|das Mal|noun|time|Das erste Mal sah ich die Alpen bei einer Schulreise in der Kindheit.|The first time I saw the Alps was on a school trip in childhood.|der;erster;Mal;sehen;ich;der;Alpen;bei;ein;Schulreise;in;der;Kindheit
106.001|das Mal|noun|mark|Der Tisch wies ein auffälliges Mal in der lackierten Oberfläche auf.|The table showed a noticeable mark on the lacquered surface.|der;Tisch;aufweisen;ein;auffällig;Mal;in;der;lackiert;Oberfläche;auf
107.0|mal|particle||Lass uns mal über die Zukunftspläne bei einem heißen Kaffee reden.|Let’s talk about future plans over a hot coffee.|Lass;sich;mal;über;der;Zukunftsplan;bei;ein;heiß;Kaffee;reden
108.0|lassen|verb|to let|Die strenge Chefin ließ keinen Fehler bei der Planung durchgehen.|The strict boss didn’t let any mistake slip during the planning.|der;streng;Chefin;lassen;kein;Fehler;bei;der;Planung;durchgehen
108.001|lassen|verb|to allow|Die alte Dame ließ ihre Katze auf dem Balkon in der Sonne schlafen.|The old lady allowed her cat to sleep on the balcony in the sun.|der;alt;Dame;lassen;ihr;Katze;auf;der;Balkon;in;der;Sonne;schlafen
110.0|stehen|verb|to stand|Das Motorrad steht ungenutzt in der Ecke der Garage verstaubt.|The motorcycle stands unused and dusty in the corner of the garage.|der;Motorrad;stehen;ungenutzt;in;der;Ecke;der;Garage;verstauben
112.0|jede|pronoun|every|Jede Pflanze im Garten wurde kunstvoll arrangiert und gepflegt.|Every plant in the garden was artfully arranged and cared for.|jeder;Pflanze;in;Garten;werden;kunstvoll;arrangieren;und;pflegen
116.0|ihm|pronoun|him|Die Katze sprang ihm direkt auf den Schoß und schnurrte zufrieden.|The cat jumped directly onto his lap and purred contentedly.|der;Katze;springen;ihm;direkt;auf;der;Schoß;und;schnurren;zufrieden
117.0|ihn|pronoun|him|Die Lehrerin bat ihn, das Diagramm an die Tafel zu zeichnen.|The teacher asked him to draw the diagram on the board.|der;Lehrerin;bitten;ihn;der;Diagramm;an;der;Tafel;zu;zeichnen
118.0|denn|conjunction|because|Er schritt weiter, denn der Weg durch die Siedlung war ihm vertraut.|He strode further, because the path through the settlement was familiar to him.|er;weiterschritt;weiter;denn;der;Weg;durch;der;Siedlung;sein;ihm;vertraut
119.0|denn|particle|anyway|Er brachte Kuchen mit, denn eine Feier sollte nie ohne Süßes sein.|He brought cake, for a celebration should never be without sweets.|er;mitbringen;Kuchen;mit;denn;ein;Feier;sollen;nie;ohne;süße;sein
120.0|das Beispiel|noun|example|Als Beispiel für Mut gilt die Rettungsaktion der Feuerwehrmänner.|The rescue operation by the firefighters is an example of courage.|als;Beispiel;für;Mut;gelten;der;Rettungsaktion;der;Feuerwehrmann
122.0|die Zeit|noun|time|Die Zeit auf der antiken Uhr tickte im Rhythmus der alten Werkstatt.|The time on the antique clock ticked in rhythm in the old workshop.|der;Zeit;auf;der;antik;Uhr;ticken;in;Rhythmus;der;alt;Werkstatt
124.0|lang|adverb|for a long time|Die Bauarbeiten dauerten lang, weil unerwartete Probleme auftraten.|The construction work lasted for a long time because unexpected problems occurred.|der;Bauarbeit;dauern;lang;weil;unerwartet;Problem;auftromten
126.001|die Frau|noun|wife|Die Frau an der alten Töpferscheibe erschuf ein Kunstwerk aus Ton.|The wife at the old potter's wheel created a masterpiece from clay.|der;Frau;an;der;alt;Töpferscheibe;erscehufen;ein;Kunstwerk;aus;Ton
126.002|die Frau|noun|Mrs.|Die Frau trägt einen hellblauen Hut mit eleganter Verzierung.|Mrs. wears a light blue hat with elegant decoration.|der;Frau;tragen;ein;hellblau;Hut;mit;elegant;Verzierung
127.001|etwas|pronoun|some|Er brachte etwas Schokolade als Geschenk für die Gastgeber mit.|He brought some chocolate as a gift for the hosts.|er;mitbringen;etwas;Schokolade;als;Geschenk;für;der;Gastgeber;mit
128.0|selbst|particle|even|Selbst am kältesten Wintertag fand er Trost im warmen Kaminzimmer.|Even on the coldest winter day, he found comfort in the warm fireplace room.|selbst;an;kält;Wintertag;finden;er;Trost;in;warm;Kaminzimmer
129.0|selbst|pronoun|-self|Der Hund öffnete die Tür selbst, indem er die Klinke drückte.|The dog opened the door itself by pressing the handle.|der;Hund;öffnen;der;Tür;selbst;indem;er;der;Klinke;drücken
131.0|wenige|pronoun|little|Nur wenige Einwohner kannten die geheime Geschichte der Ruine.|Only a few residents knew the secret history of the ruins.|nur;weniger;Einwohner;kannn;der;geheim;Geschichte;der;Ruine
131.001|wenige|pronoun|few|Nur wenige Bücher konnten die Jahrhunderte unversehrt überstehen.|Only a few books could survive the centuries unscathed.|nur;weniger;Buch;können;der;Jahrhundert;unversehrt;überstehen
133.0|gegen|preposition|against|Das kleine Boot kämpfte tapfer gegen die tosenden Wellen an.|The small boat bravely fought against the raging waves.|der;klein;Boot;ankämpfen;tapfer;gegen;der;tosend;Welle;an
134.0|zwischen|preposition|between|Zwischen den Häusern floss ein kleiner, friedlicher Bach dahin.|Between the houses, a small, peaceful brook flowed along.|zwischen;der;Haus;dahinfloss;ein;klein;friedlich;Bach;dahin
138.0|nichts|pronoun|nothing|Ohne die nötigen Beweise passiert in diesem Fall gar nichts.|Without the necessary evidence, nothing happens in this case.|ohne;der;nötig;Beweis;passieren;in;dieser;Fall;gar;nichts
139.0|klein|adjective|small|In einer kleinen Schachtel lag der kostbare alte Familienring.|In a small box lay the precious old family ring.|in;ein;klein;Schachtel;liegen;der;kostbar;alt;Familienring
139.001|klein|adjective|little|Ein kleiner Vogel baute sein Nest in der Linde vor dem Fenster.|A little bird built its nest in the linden tree outside the window.|ein;klein;Vogel;bauen;sein;Nest;in;der;Linde;vor;der;Fenster
144.0|nun|adverb|now|Nun pflanzten die Gärtner die ersten Tulpen für den Frühling.|Now the gardeners planted the first tulips for spring.|nun;pflanzen;der;Gärtner;der;erster;Tulpe;für;der;Frühling
145.0|sondern|conjunction|but (on the contrary)|Nicht das Verbot hielt ihn ab, sondern die Angst vor Konsequenzen.|It wasn't the ban that stopped him, but the fear of consequences.|nicht;der;Verbot;abhalten;ihn;ab;sondern;der;Angst;vor;Konsequenz
147.0|beide|pronoun|both|Beide Seiten einigten sich schließlich auf einen Kompromiss.|Both sides finally agreed on a compromise.|beide;Seite;einigen;sich;schließlich;auf;ein;Kompromiss
148.0|hoch|adjective|high|Er erklomm den hoch gelegenen Gipfel nach Stunden des Kletterns.|He reached the high summit after hours of climbing.|er;erklomm;der;hoch;gelegen;Gipfel;nach;Stunde;der;Klettern
153.0|welche|pronoun|which|Die Blumen, welche sie pflückte, schmückten den Esstisch elegant.|The flowers which she picked decorated the dining table elegantly.|der;Blume;welcher;sie;pflücken;schmücken;der;Esstisch;elegant
154.0|tun|verb|to do|Was kannst du tun, um das Chaos auf dem Schreibtisch zu beseitigen?|What can you do to clear up the chaos on the desk?|was;kannst;du;tun;um;der;Chaos;auf;der;Schreibtisch;zu;beseitigen
155.0|einmal|adverb|once|Einmal verpasste er den entscheidenden Moment und bereute es sofort.|Once he missed the decisive moment and regretted it immediately.|einmal;verpassen;er;der;entscheidend;Moment;und;bereuen;es;sofort
156.0|ihnen|pronoun|them|Ich habe ihnen die Karte gegeben, damit sie nicht verloren gehen.|I gave them the map so they won’t get lost.|ich;haben;ihnen;der;Karte;geben;damit;sie;nicht;verlieren;verlorengehen
159.001|ob|conjunction|if|Die Frage war, ob die Kabine groß genug für die ganze Ausrüstung wäre.|The question was if the booth was big enough for all the equipment.|der;Frage;sein;ob;der;Kabine;groß;genug;für;der;ganz;Ausrüstung;sein
162.0|seit|preposition|since|Seit dem frühen Morgen rasten die Bauarbeiter über die Baustelle.|Since early morning, the construction workers rushed across the site.|seit;der;früh;Morgen;rasen;der;Bauarbeiter;über;der;Baustelle
165.0|erst|adverb|first|Erst am Abend bemerkte er die Wichtigkeit der vorigen Hinweise.|Only in the evening did he first notice the importance of the previous hints.|erst;an;Abend;bemerken;er;der;Wichtigkeit;der;vorig;Hinweis
166.0|erst|particle||Die Lieferung wird erst nach der Zollabfertigung freigegeben.|The delivery will first be released after customs clearance.|der;Lieferung;werden;erst;nach;der;Zollabfertigung;freigeben
168.001|das Land|noun|country|Das Land erlebte eine Phase des wirtschaftlichen Aufschwungs.|The country experienced a period of economic growth.|der;Land;erleben;ein;Phase;der;wirtschaftlich;Aufschwung
168.002|das Land|noun|state|Das Land verhandelte über die Unterstützung in der Wahlperiode.|The state negotiated about the support in the term.|der;Land;verhandelen;über;der;Unterstützung;in;der;Wahlperiode
169.0|stellen|verb|to place|Sie stellte die Vase mit leuchtenden Tulpen auf den Holztisch.|She placed the vase with bright tulips on the wooden table.|sie;stellen;der;Vase;mit;leuchtend;Tulpe;auf;der;Holztisch
172.001|natürlich|adverb|of course|Natürlich hilft ein strukturierter Plan bei der Erreichung von Zielen.|Of course, a structured plan helps achieve goals.|natürlich;helfen;ein;strukturiert;Plan;bei;der;Erreichung;von;Ziel
173.0|alt|adjective|old|Das alte Haus strahlte trotz des Verfalls einen besonderen Charme aus.|The old house radiated a special charm despite its decay.|der;alt;Haus;ausstrahlen;trotz;der;Verfall;ein;besonderer;Charme;aus
174.001|dort drüben|adverb|there|Dort drüben leuchten die alten Gaslaternen in warmem Schein.|Over there, the old gas lamps shine in warm light.|dort;drüben;leuchten;der;alt;Gaslaterne;in;warm;Schein
175.0|Deutschland|noun|Germany|In Deutschland sind Fachwerkhäuser ein Symbol für heimelige Tradition.|In Germany, half-timbered houses are a symbol of homely tradition.|in;Deutschland;sein;Fachwerkhaus;ein;Symbol;für;heimelig;Tradition
178.0|dürfen|verb|to be allowed to|Die Kinder dürfen heute länger aufbleiben, weil Ferienbeginn ist.|The kids are allowed to stay up later today because it’s the start of holidays.|der;Kind;dürfen;heute;lang;aufbleiben;weil;Ferienbeginn;sein
179.0|wichtig|adjective|important|Es ist wichtig zu verstehen, wie sich kleine Taten summieren.|It is important to understand how small actions add up.|es;sein;wichtig;zu;verstehen;wie;sich;klein;Tat;summieren
181.0|vielleicht|particle|quite|Vielleicht wäre es klüger gewesen, den kürzeren Weg zu wählen.|Quite possibly, it would have been wiser to take the shorter path.|vielleicht;sein;es;klüg;sein;der;kürz;Weg;zu;wählen
182.001|hören|verb|to listen (to)|Man konnte die Vögel schon früh am Morgen laut zwitschern hören.|You could hear the birds chirping loudly early in the morning.|man;können;der;Vögel;schon;früh;an;Morgen;laut;zwitschern;hören
184.0|nein|particle|no|„Nein, das kommt für uns absolut nicht infrage!“, sagte der Chef.|No, that is absolutely out of the question for us! said the boss.|nein;der;infragekommen;für;uns;absolut;nicht;infrage;sagen;der;Chef
185.0|wer|pronoun|who|Wer hat gestern den mutigen Rettungseinsatz am Fluss geleitet?|Who led the brave rescue operation at the river yesterday?|wer;haben;gestern;der;mutig;Rettungseinsatz;an;Fluss;leiten
185.001|wer|pronoun|whoever|Wer das Geheimnis lüften kann, wird eine Belohnung erhalten.|Whoever can unveil the secret will receive a reward.|wer;der;Geheimnis;lüften;können;werden;ein;Belohnung;erhalten
186.002|dazu|pronoun|to that|Zum Bericht gehört dazu auch eine detaillierte Grafikanalyse.|To that report also belongs a detailed graphic analysis.|zu;Bericht;gehören;dazu;auch;ein;detailliert;Grafikanalyse
186.004|dazu|pronoun|of that|Es gehört noch ein passender Deckel dazu, um es zu vervollständigen.|A matching lid belongs to that to complete it.|es;dazugehören;noch;ein;passend;Deckel;dazu;um;es;zu;vervollständigen
187.001|eigentlich|adjective|real|Die eigentlich wichtige Frage wurde leider komplett übergangen.|The real important question was unfortunately completely ignored.|der;eigentlich;wichtig;Frage;werden;leider;komplett;übergehen
188.0|eigentlich|adverb|actually|Eigentlich wollte sie nur spazieren gehen, landete aber im Regen.|Actually, she just wanted to take a walk but ended up in the rain.|eigentlich;wollen;sie;nur;spazieren;gehen;landen;aber;in;Regen
189.0|eigentlich|particle||Wann kommt eigentlich die Lieferbestätigung für die Bestellung?|When will the delivery confirmation for the order actually arrive?|wann;kommen;eigentlich;der;Lieferbestätigung;für;der;Bestellung
190.0|letzte|adjective|last|Die letzte Straßenbahn verschwand in der Dunkelheit der Nacht.|The last tram disappeared into the darkness of the night.|der;letzter;Straßenbahn;verschwinden;in;der;Dunkelheit;der;Nacht
193.0|halten|verb|to stop|Die Ampel zwang uns plötzlich, mitten auf der Brücke zu halten.|The traffic light suddenly forced us to stop in the middle of the bridge.|der;Ampel;zwang;uns;plötzlich;mitten;auf;der;Brücke;zu;halten
