281|загрязненные реки
282|загрязнение
283|переработка
284|батарейки
285|щетка
286|ведро
287|камера
288|расческа
289|лампочка
290|мыло
291|жестяная банка
292|зубная щетка
293|зубная паста
294|фонарик
295|полотенце
296|пробка
297|молоток
298|карта
299|булавка
300|веревка
301|пила
302|винт
303|сумка для покупок
304|тележка для покупок
305|салфетка
306|зонт
307|книга
308|коробка
309|клетка
310|календарь
311|комикс
312|флаг
313|брелоки
314|лестница
315|мусорное ведро
316|мешок
317|телефон
318|палатка
319|замок
320|корона
321|золото
322|драгоценности
323|король
324|рыцарь
325|принц
326|принцесса
327|королева
328|меч
329|трон
330|башня
331|младенец
332|брат
333|семья
334|отец
335|дедушка
336|бабушка
337|мать
338|сестра
339|курица
340|корова
341|собака
342|утка
343|козел
344|лошадь
345|петух
346|овца
347|Алжир
348|Азербайджан
349|Бразилия
350|Канада
351|Грузия
352|Гана
353|Греция
354|Иордания
355|Намибия
356|Непал
357|Швейцария
358|Вьетнам
359|торт
360|курица
361|чипсы
362|рыба
363|гамбургер
364|лапша
365|паста
366|пирог
367|пицца
368|бутерброд
369|сосиска
370|тост
371|печенье
372|хлеб
373|сыр
374|шоколад
375|чипсы
376|яйца
377|мороженое
378|мясо
379|орехи
380|рис
381|сладости
382|йогурт
383|делать поделки
384|ходить на рыбалку
385|ходить в поход
386|рисовать картину
387|играть в настольные игры
388|играть в карты
389|играть в переодевания
390|читать книгу
391|кататься на велосипеде
392|смотреть телевизор
393|лазать по деревьям
394|кататься на роликах
395|кататься на скейтборде
396|устраивать вечеринку
397|вязать
398|слушать музыку
399|играть на инструменте
400|играть на компьютере
401|шить
402|писать электронные письма
403|яблоко
404|банан
405|кокос
406|виноград
407|апельсин
408|груша
409|ананас
410|арбуз
411|вишня
412|киви
413|лайм
414|дыня
415|персик
416|клубника
417|кресло
418|ванна
419|кровать
420|книжный шкаф
421|стул
422|шкаф
423|холодильник
424|духовка
425|душ
426|диван
427|стол
428|шкаф для одежды
429|летучая мышь
430|черная кошка
431|тыква
432|скелет
433|паук
434|ведьма
435|котел
436|призрак
437|дом с привидениями
438|монстр
439|мумия
440|волшебник
441|порез
442|перелом ноги
443|простуда
444|кашель
445|головокружение
446|боль в ухе
447|лихорадка
448|головная боль
449|чихание
450|боль в горле
451|зубная боль
452|боль в животе
453|поехать в поход
454|смотреть достопримечательности
455|устроить пикник
456|строить замок из песка
457|собирать сумку
458|играть в пляжный волейбол
459|кататься на американских горках
460|грести на лодке
461|плавать с маской и трубкой
462|остановиться в отеле
463|фотографировать
464|писать открытку
465|мусорное ведро
466|коробка
467|часы
468|подушка
469|лампа
470|зеркало
471|картина
472|коврик
473|полка
474|раковина
475|кран
476|телевизор
477|танцор
478|стоматолог
479|врач
480|фермер
481|пожарный
482|медсестра
483|пилот
484|полицейский
485|певец
486|водитель такси
487|учитель
488|ветеринар
489|актер
490|художник
491|астронавт
492|мясник
493|шеф-повар
494|инженер
495|механик
496|фотограф
497|сантехник
498|почтальон
499|моряк
500|смотритель зоопарка
501|бутылка
502|миска
503|палочки для еды
504|чашка
505|вилка
506|стакан
507|нож
508|тарелка
509|кастрюля
510|ложка
511|трубочка
512|поднос
513|Биг Бен
514|Эйфелева башня
515|Пизанская башня
516|пирамиды
517|Стоунхендж
518|Сиднейский оперный театр
519|Ангкор Ват
520|Улуру
521|Колизей
522|Великая Китайская стена
523|Лондонский глаз
524|Статуя Свободы
525|Тауэрский мост
526|банкомат
527|банкнота
528|монеты
529|кредитная карта
530|копилка
531|кошелек
532|сейф
533|бумажник
534|1 пенс
535|10 пенсов
536|10 фунтов
537|2 пенса
538|20 пенсов
539|5 пенсов
540|5 фунтов
541|50 пенсов
542|барабаны
543|флейта
544|гитара
545|пианино
546|блокфлейта
547|скрипка
548|ксилофон
549|виолончель
550|кларнет
551|арфа
552|лютня
553|маракасы
554|саксофон
555|бубен
556|труба
557|кентавр
558|дракон
559|фея
560|джинн
561|гигант
562|грифон
563|русалка
564|минотавр
565|огр
566|единорог
567|восемь
568|пять
569|четыре
570|девять
571|один
572|семь
573|шесть
574|десять
575|три
576|два
577|восемьдесят
578|пятьдесят
579|сорок
580|девяносто
581|сто
582|семьдесят
583|шестьдесят
584|десять
585|тридцать
586|двадцать
587|восемнадцать
588|одиннадцать
589|пятнадцать
590|четырнадцать
591|девятнадцать
592|семнадцать
593|шестнадцать
594|тринадцать
595|двенадцать
596|двадцать
597|стрельба из лука
598|атлетика
599|дайвинг
600|гимнастика
601|гандбол
602|дзюдо
603|регби
604|парусный спорт
605|настольный теннис
606|тяжелая атлетика
607|фехтование
608|прыжки в высоту
609|барьерный бег
610|метание копья
611|прыжки в длину
612|марафон
613|гребля
614|прыжки на батуте
615|водное поло
616|борьба
617|балкон
618|потолок
619|дверь
620|пол
621|крыша
622|лестница
623|стена
624|окно
625|щека
626|подбородок
627|ухо
628|глаз
629|лицо
630|волосы
631|голова
632|рот
633|шея
634|нос
635|зубы
636|язык
637|рука
638|стопа
639|кисть
640|голова
641|колено
642|нога
643|плечи
644|лодыжка
645|спина
646|тело
647|стопы
648|палец
649|пятка
650|большой палец
651|пальцы ног
652|волнистый попугайчик
653|кошка
654|собака
655|золотая рыбка
656|морская свинка
657|хомяк
658|мышь
659|кролик
660|остров
661|Веселый Роджер
662|русалка
663|сообщение в бутылке
664|попугай
665|пират
666|пиратский корабль
667|кораблекрушение
668|сундук с сокровищами
669|карта сокровищ
670|пляж
671|пустыня
672|поле
673|лес
674|озеро
675|гора
676|река
677|море
678|пещера
679|холм
680|остров
681|пруд
682|тропический лес
683|Арктика
684|вулкан
685|водно-болотные угодья
686|книжный магазин
687|кинотеатр
688|завод
689|парк
690|игровая площадка
691|школа
692|магазин
693|стадион
694|супермаркет
695|вокзал
696|зоопарк
697|аэропорт
698|квартиры
699|булочная
700|банк
701|мясная лавка
702|ярмарка
703|ферма
704|цветочный магазин
705|парикмахерская
706|библиотека
707|спортивный центр
708|театр
709|мост
710|ворота
711|тропа
712|указатель
713|статуя
714|улица
715|тоннель
716|квартира
717|автодом
718|караван
719|замок
720|ферма
721|отель
722|дом
723|иглу
724|палатка
725|цветы
726|трава
727|лист
728|растения
729|корни
730|семя
731|дерево
732|лазательный каркас
733|питьевой фонтан
734|турник
735|канатный мост
736|карусель
737|песочница
738|качели-балансиры
739|горка
740|пружинная качалка
741|качели
742|сзади
743|между
744|в
745|перед
746|рядом
747|на
748|напротив
749|под
750|крокодил
751|лягушка
752|ящерица
753|скорпион
754|улитка
755|змея
756|сухопутная черепаха
757|морская черепаха
758|ванная комната
759|спальня
760|столовая
761|гараж
762|сад
763|прихожая
764|кухня
765|гостиная
766|искусство
767|драма
768|английский язык
769|география
770|история
771|информатика
772|математика
773|музыка
774|физкультура
775|наука
776|сумка
777|доска
778|мелки
779|парта
780|ластик
781|ручка
782|карандаш
783|линейка
784|калькулятор
785|фломастеры
786|папка
787|клей
788|тетрадь
789|бумага
790|пенал
791|ножницы
792|точилка
793|наклейки
794|круг
795|ромб
796|сердце
797|шестиугольник
798|овал
799|пятиугольник
800|прямоугольник
801|квадрат
802|звезда
803|треугольник
804|инопланетянин
805|астероид
806|комета
807|Земля
808|летающая тарелка
809|галактика
810|луна
811|планета
812|ракета
813|солнечная система
814|звезды
815|солнце
816|велосипедный мотокросс
817|прыжки с банджи
818|гребля на каноэ
819|спелеология
820|прыжки с парашютом
821|скалолазание
822|прыжки на лыжах
823|катание на лыжах
824|сноубординг
825|серфинг
826|бадминтон
827|баскетбол
828|футбол
829|хоккей
830|плавание
831|настольный теннис
832|теннис
833|боулинг
834|велоспорт
835|гольф
836|верховая езда
837|регби
838|волейбол
839|бита
840|футбольный мяч
841|футбольная форма
842|очки
843|клюшка для гольфа
844|шлем
845|хоккейная клюшка
846|сеть
847|весла
848|щитки
849|ракетка
850|лыжи и палки
851|компьютер
852|компьютерная игра
853|интернет
854|клавиатура
855|мобильный телефон
856|мышь
857|вилка
858|планшет
859|одиннадцать часов
860|десять минут пятого
861|без пяти двенадцать
862|полшестого
863|четверть девятого
864|без четверти два
865|десять минут десятого
866|без десяти час
867|двадцать минут восьмого
868|без двадцати три
869|двадцать пять минут седьмого
870|без двадцати пяти четыре
871|мяч
872|бита
873|кукла
874|футбольный мяч
875|воздушный змей
876|робот
877|самокат
878|плюшевый медведь
879|настольная игра
880|кирпичики
881|барабан
882|фрисби
883|шарики
884|набор для рисования
885|кукла
886|пазл
887|велосипед
888|лодка
889|автобус
890|машина
891|вертолет
892|грузовик
893|самолет
894|поезд
895|автодом
896|караван
897|воздушный шар
898|джип
899|реактивный самолет
900|мотоцикл
901|корабль
902|подводная лодка
903|метро
904|фургон
905|краб
906|рыба
907|медуза
908|осьминог
909|морской конек
910|акула
911|морская звезда
912|кит
913|дельфин
914|омар
915|устрица
916|пингвин
917|пиранья
918|тюлень
919|кальмар
920|морж
921|морковь
922|кукуруза
923|зеленая фасоль
924|грибы
925|лук
926|горох
927|картофель
928|помидор
929|баклажан
930|брокколи
931|капуста
932|кабачки
933|огурец
934|лук-порей
935|салат
936|перец
937|облачно
938|холодно
939|жарко
940|идет дождь
941|идет снег
942|штормовой
943|солнечно
944|ветрено
945|очень жарко
946|наводнение
947|туманно
948|морозно
949|идет град
950|ураган
951|скользко
952|торнадо
953|тепло
954|верблюд
955|слон
956|жираф
957|бегемот
958|кенгуру
959|лев
960|обезьяна
961|панда
962|тигр
963|зебра
964|антилопа
965|гепард
966|шимпанзе
967|лиса
968|коала
969|леопард
970|белый медведь
971|носорог
972|белка
973|волк
974|трубкозуб
975|койот
976|олень
977|заяц
978|гиена
979|лемур
980|сурикат
981|орангутан
982|ленивец
983|як
