candles;свечи;<img src="candles.jpg">;Birthdays;Дни рождения
make a wish;загадать желание;<img src="make_a_wish.jpg">;Birthdays;Дни рождения
party;вечеринка;<img src="party.jpg">;Birthdays;Дни рождения
party hats;праздничные шляпы;<img src="party_hats.jpg">;Birthdays;Дни рождения
present;подарок;<img src="present.jpg">;Birthdays;Дни рождения
streamers;серпантин;<img src="streamers.jpg">;Birthdays;Дни рождения
ant;муравей;<img src="ant.jpg">;Bugs and insects;Жуки и насекомые
bee;пчела;<img src="bee.jpg">;Bugs and insects;Жуки и насекомые
beetle;жук;<img src="beetle.jpg">;Bugs and insects;Жуки и насекомые
butterfly;бабочка;<img src="butterfly.jpg">;Bugs and insects;Жуки и насекомые
caterpillar;гусеница;<img src="caterpillar.jpg">;Bugs and insects;Жуки и насекомые
cockroach;таракан;<img src="cockroach.jpg">;Bugs and insects;Жуки и насекомые
dragonfly;стрекоза;<img src="dragonfly.jpg">;Bugs and insects;Жуки и насекомые
fly;муха;<img src="fly.jpg">;Bugs and insects;Жуки и насекомые
grasshopper;кузнечик;<img src="grasshopper.jpg">;Bugs and insects;Жуки и насекомые
ladybird;божья коровка;<img src="ladybird.jpg">;Bugs and insects;Жуки и насекомые
mosquito;комар;<img src="mosquito.jpg">;Bugs and insects;Жуки и насекомые
spider;паук;<img src="spider.jpg">;Bugs and insects;Жуки и насекомые
clean the car;мыть машину;<img src="clean_the_car.jpg">;Chores 1;Часы 1
cook;готовить;<img src="cook.jpg">;Chores 1;Часы 1
make the bed;заправлять кровать;<img src="make_the_bed.jpg">;Chores 1;Часы 1
sweep the floor;подметать пол;<img src="sweep_the_floor.jpg">;Chores 1;Часы 1
tidy;убираться;<img src="tidy.jpg">;Chores 1;Часы 1
walk the dog;выгуливать собаку;<img src="walk_the_dog.jpg">;Chores 1;Часы 1
do the laundry;стирать;<img src="do_the_laundry.jpg">;Chores 2;Часы 2
do the washing up;помыть посуду;<img src="do_the_washing_up.jpg">;Chores 2;Часы 2
dry the dishes;сушить посуду;<img src="dry_the_dishes.jpg">;Chores 2;Часы 2
dust;вытирать пыль;<img src="dust.jpg">;Chores 2;Часы 2
iron;гладить;<img src="iron.jpg">;Chores 2;Часы 2
lay the table;накрыть на стол;<img src="lay_the_table.jpg">;Chores 2;Часы 2
mop the floor;мыть пол;<img src="mop_the_floor.jpg">;Chores 2;Часы 2
vacuum;пылесос;<img src="vacuum.jpg">;Chores 2;Часы 2
acrobat;акробат;<img src="acrobat.jpg">;Circus jobs;Цирковые задания
clown;клоун;<img src="clown.jpg">;Circus jobs;Цирковые задания
juggler;жонглёр;<img src="juggler.jpg">;Circus jobs;Цирковые задания
magician;фокусник;<img src="magician.jpg">;Circus jobs;Цирковые задания
ringmaster;рингмейстер;<img src="ringmaster.jpg">;Circus jobs;Цирковые задания
strongman;силач;<img src="strongman.jpg">;Circus jobs;Цирковые задания
tightrope walker;канатоходец;<img src="tightrope_walker.jpg">;Circus jobs;Цирковые задания
trapeze artist;артист на трапеции;<img src="trapeze_artist.jpg">;Circus jobs;Цирковые задания
be quiet;быть спокойным;<img src="be_quiet.jpg">;Classroom actions 1;Действия в классе 1
colour;раскрашивать;<img src="colour.jpg">;Classroom actions 1;Действия в классе 1
help;помогать;<img src="help.jpg">;Classroom actions 1;Действия в классе 1
listen;слушать;<img src="listen.jpg">;Classroom actions 1;Действия в классе 1
play;играть;<img src="play.jpg">;Classroom actions 1;Действия в классе 1
point;указывать;<img src="point.jpg">;Classroom actions 1;Действия в классе 1
sing;петь;<img src="sing.jpg">;Classroom actions 1;Действия в классе 1
sit down;сесть;<img src="sit_down.jpg">;Classroom actions 1;Действия в классе 1
stand up;встать;<img src="stand_up.jpg">;Classroom actions 1;Действия в классе 1
trace;отследить;<img src="trace.jpg">;Classroom actions 1;Действия в классе 1
circle;обводить;<img src="circle.jpg">;Classroom actions 2;Действия в классе 2
cut;вырезать;<img src="cut.jpg">;Classroom actions 2;Действия в классе 2
draw a line;провести линию;<img src="draw_a_line.jpg">;Classroom actions 2;Действия в классе 2
number;число;<img src="number.jpg">;Classroom actions 2;Действия в классе 2
say;сказать;<img src="say.jpg">;Classroom actions 2;Действия в классе 2
tick;поставить галочку;<img src="tick.jpg">;Classroom actions 2;Действия в классе 2
underline;подчеркнуть;<img src="underline.jpg">;Classroom actions 2;Действия в классе 2
write;писать;<img src="write.jpg">;Classroom actions 2;Действия в классе 2
bag;сумка;<img src="bag.jpg">;Clothes - accessories;Одежда - аксессуары
belt;ремень;<img src="belt.jpg">;Clothes - accessories;Одежда - аксессуары
cap;кепка;<img src="cap.jpg">;Clothes - accessories;Одежда - аксессуары
glasses;очки;<img src="glasses.jpg">;Clothes - accessories;Одежда - аксессуары
gloves;перчатки;<img src="gloves.jpg">;Clothes - accessories;Одежда - аксессуары
hat;шляпа;<img src="hat.jpg">;Clothes - accessories;Одежда - аксессуары
headscarf;косынка;<img src="headscarf.jpg">;Clothes - accessories;Одежда - аксессуары
scarf;шарф;<img src="scarf.jpg">;Clothes - accessories;Одежда - аксессуары
sunglasses;солнцезащитные очки;<img src="sunglasses.jpg">;Clothes - accessories;Одежда - аксессуары
watch;часы;<img src="watch.jpg">;Clothes - accessories;Одежда - аксессуары
coat;пальто;<img src="coat.jpg">;Clothes 1;Одежда 1
dress;платье;<img src="dress.jpg">;Clothes 1;Одежда 1
jacket;куртка;<img src="jacket.jpg">;Clothes 1;Одежда 1
jeans;джинсы;<img src="jeans.jpg">;Clothes 1;Одежда 1
jumper;джемпер;<img src="jumper.jpg">;Clothes 1;Одежда 1
sandals;сандалии;<img src="sandals.jpg">;Clothes 1;Одежда 1
shirt;рубашка;<img src="shirt.jpg">;Clothes 1;Одежда 1
shoes;обувь;<img src="shoes.jpg">;Clothes 1;Одежда 1
skirt;юбка;<img src="skirt.jpg">;Clothes 1;Одежда 1
socks;носки;<img src="socks.jpg">;Clothes 1;Одежда 1
t-shirt;футболка;<img src="t_shirt.jpg">;Clothes 1;Одежда 1
trousers;брюки;<img src="trousers.jpg">;Clothes 1;Одежда 1
blouse;блузка;<img src="blouse.jpg">;Clothes 2;Одежда 2
boots;сапоги;<img src="boots.jpg">;Clothes 2;Одежда 2
cardigan;кардиган;<img src="cardigan.jpg">;Clothes 2;Одежда 2
flip flops;шлепанцы;<img src="flip_flops.jpg">;Clothes 2;Одежда 2
pyjamas;пижама;<img src="pyjamas.jpg">;Clothes 2;Одежда 2
shorts;шорты;<img src="shorts.jpg">;Clothes 2;Одежда 2
slippers;тапочки;<img src="slippers.jpg">;Clothes 2;Одежда 2
tie;галстук;<img src="tie.jpg">;Clothes 2;Одежда 2
tights;колготки;<img src="tights.jpg">;Clothes 2;Одежда 2
trainers;спортивные штаны;<img src="trainers.jpg">;Clothes 2;Одежда 2
underpants;трусы;<img src="underpants.jpg">;Clothes 2;Одежда 2
vest;жилет;<img src="vest.jpg">;Clothes 2;Одежда 2
black;чёрный;<img src="black.jpg">;Colours;Цвета
blue;синий;<img src="blue.jpg">;Colours;Цвета
brown;коричневый;<img src="brown.jpg">;Colours;Цвета
green;зелёный;<img src="green.jpg">;Colours;Цвета
grey;серый;<img src="grey.jpg">;Colours;Цвета
orange;оранжевый;<img src="orange.jpg">;Colours;Цвета
pink;розовый;<img src="pink.jpg">;Colours;Цвета
purple;фиолетовый;<img src="purple.jpg">;Colours;Цвета
red;красный;<img src="red.jpg">;Colours;Цвета
white;белый;<img src="white.jpg">;Colours;Цвета
yellow;желтый;<img src="yellow.jpg">;Colours;Цвета
clean my teeth;чистить зубы;<img src="clean_my_teeth.jpg">;Daily routines;Распорядок дня
do homework;делать домашнюю работу;<img src="do_homework.jpg">;Daily routines;Распорядок дня
get dressed;одеваться;<img src="get_dressed.jpg">;Daily routines;Распорядок дня
get up;вставать;<img src="get_up.jpg">;Daily routines;Распорядок дня
go home;идти домой;<img src="go_home.jpg">;Daily routines;Распорядок дня
go to bed;ложиться спать;<img src="go_to_bed.jpg">;Daily routines;Распорядок дня
go to school;идти в школу;<img src="go_to_school.jpg">;Daily routines;Распорядок дня
have a shower;принять душ;<img src="have_a_shower.jpg">;Daily routines;Распорядок дня
have breakfast;завтракать;<img src="have_breakfast.jpg">;Daily routines;Распорядок дня
have dinner;ужинать;<img src="have_dinner.jpg">;Daily routines;Распорядок дня
have lunch;обедать;<img src="have_lunch.jpg">;Daily routines;Распорядок дня
wake up;проснуться;<img src="wake_up.jpg">;Daily routines;Распорядок дня
beautiful;красивый;<img src="beautiful.jpg">;Describing 1;Описание 1
clean;чистый;<img src="clean.jpg">;Describing 1;Описание 1
dirty;грязный;<img src="dirty.jpg">;Describing 1;Описание 1
fat;толстый;<img src="fat.jpg">;Describing 1;Описание 1
old;старый;<img src="old.jpg">;Describing 1;Описание 1
short;короткий;<img src="short.jpg">;Describing 1;Описание 1
tall;высокий;<img src="tall.jpg">;Describing 1;Описание 1
thin;худой;<img src="thin.jpg">;Describing 1;Описание 1
ugly;уродливый;<img src="ugly.jpg">;Describing 1;Описание 1
young;молодой;<img src="young.jpg">;Describing 1;Описание 1
big;большой;<img src="big.jpg">;Describing 2;Описание 2
far;далеко;<img src="far.jpg">;Describing 2;Описание 2
fast;быстрый;<img src="fast.jpg">;Describing 2;Описание 2
long;длинный;<img src="long.jpg">;Describing 2;Описание 2
near;рядом;<img src="near.jpg">;Describing 2;Описание 2
short;короткий;<img src="short.jpg">;Describing 2;Описание 2
slow;медленный;<img src="slow.jpg">;Describing 2;Описание 2
small;маленький;<img src="small.jpg">;Describing 2;Описание 2
strong;сильный;<img src="strong.jpg">;Describing 2;Описание 2
weak;слабый;<img src="weak.jpg">;Describing 2;Описание 2
Baryonyx;Барионикс;<img src="Baryonyx.jpg">;Dinosaurs;Динозавры
Brachiosaurus;Брахиозавр;<img src="Brachiosaurus.jpg">;Dinosaurs;Динозавры
Diplodocus;Диплодок;<img src="Diplodocus.jpg">;Dinosaurs;Динозавры
Giganotosaurus;Гиганотозавр;<img src="Giganotosaurus.jpg">;Dinosaurs;Динозавры
Iguanodon;Игуанодон;<img src="Iguanodon.jpg">;Dinosaurs;Динозавры
Stegosaurus;Стегозавр;<img src="Stegosaurus.jpg">;Dinosaurs;Динозавры
Triceratops;Трицератопс;<img src="Triceratops.jpg">;Dinosaurs;Динозавры
Troodon;Троодон;<img src="Troodon.jpg">;Dinosaurs;Динозавры
Tyrannosaurus rex;Тираннозавр Рекс;<img src="Tyrannosaurus_rex.jpg">;Dinosaurs;Динозавры
Velociraptor;Велоцираптор;<img src="Velociraptor.jpg">;Dinosaurs;Динозавры
cross the road;перейти дорогу;<img src="cross_the_road.jpg">;Directions;Направления
follow the signs;следовать указателям;<img src="follow_the_signs.jpg">;Directions;Направления
go along the road;идти вдоль дороги;<img src="go_along_the_road.jpg">;Directions;Направления
go over the bridge;пройти по мосту;<img src="go_over_the_bridge.jpg">;Directions;Направления
go past;проезжать мимо;<img src="go_past.jpg">;Directions;Направления
go round the roundabout;объехаьб кольцевую развязку;<img src="go_round_the_roundabout.jpg">;Directions;Направления
go straight on;идти прямо;<img src="go_straight_on.jpg">;Directions;Направления
go through the tunnel;проехать через туннель;<img src="go_through_the_tunnel.jpg">;Directions;Направления
read the map;читать карту;<img src="read_the_map.jpg">;Directions;Направления
stop;остановиться;<img src="stop.jpg">;Directions;Направления
turn left;повернуть налево;<img src="turn_left.jpg">;Directions;Направления
turn right;повернуть направо;<img src="turn_right.jpg">;Directions;Направления
Easter bunnies;пасхальные кролики;<img src="Easter_bunnies.jpg">;Easter;Пасха
Easter eggs;пасхальные яйца;<img src="Easter_eggs.jpg">;Easter;Пасха
basket;корзина;<img src="basket.jpg">;Easter;Пасха
chicks;цыплята;<img src="chicks.jpg">;Easter;Пасха
chocolates;шоколадные конфеты;<img src="chocolates.jpg">;Easter;Пасха
hot cross buns;сдобные булочки;<img src="hot_cross_buns.jpg">;Easter;Пасха
lamb;барашек;<img src="lamb.jpg">;Easter;Пасха
nest;гнездо;<img src="nest.jpg">;Easter;Пасха
angry;сердитый;<img src="angry.jpg">;Emotions and feelings 1;Эмоции и чувства 1
bored;скучающий;<img src="bored.jpg">;Emotions and feelings 1;Эмоции и чувства 1
happy;счастливый;<img src="happy.jpg">;Emotions and feelings 1;Эмоции и чувства 1
hungry;голодный;<img src="hungry.jpg">;Emotions and feelings 1;Эмоции и чувства 1
sad;грустный;<img src="sad.jpg">;Emotions and feelings 1;Эмоции и чувства 1
thirsty;жаждущий;<img src="thirsty.jpg">;Emotions and feelings 1;Эмоции и чувства 1
tired;усталый;<img src="tired.jpg">;Emotions and feelings 1;Эмоции и чувства 1
worried;обеспокоенный;<img src="worried.jpg">;Emotions and feelings 1;Эмоции и чувства 1
confused;растерянный;<img src="confused.jpg">;Emotions and feelings 2;Эмоции и чувства 2
embarrassed;смущенный;<img src="embarrassed.jpg">;Emotions and feelings 2;Эмоции и чувства 2
excited;взволнованный;<img src="excited.jpg">;Emotions and feelings 2;Эмоции и чувства 2
scared;испуганный;<img src="scared.jpg">;Emotions and feelings 2;Эмоции и чувства 2
shocked;шокирован;<img src="shocked.jpg">;Emotions and feelings 2;Эмоции и чувства 2
surprised;удивлённый;<img src="surprised.jpg">;Emotions and feelings 2;Эмоции и чувства 2
alternative energy;альтернативная энергия;<img src="alternative_energy.jpg">;Environment;Окружающая среда
chemical waste;химические отходы;<img src="chemical_waste.jpg">;Environment;Окружающая среда
deforestation;вырубка лесов;<img src="deforestation.jpg">;Environment;Окружающая среда
global warming;глобальное потепление;<img src="global_warming.jpg">;Environment;Окружающая среда
littering;замусоривание;<img src="littering.jpg">;Environment;Окружающая среда
melting ice caps;таяние ледяных шапок;<img src="melting_ice_caps.jpg">;Environment;Окружающая среда
polluted rivers;загрязнённые реки;<img src="polluted_rivers.jpg">;Environment;Окружающая среда
pollution;загрязнение;<img src="pollution.jpg">;Environment;Окружающая среда
recycling;переработка;<img src="recycling.jpg">;Environment;Окружающая среда
batteries;батарейки;<img src="batteries.jpg">;Everyday objects 1;Повседневные предметы 1
brush;щётка;<img src="brush.jpg">;Everyday objects 1;Повседневные предметы 1
bucket;ведро;<img src="bucket.jpg">;Everyday objects 1;Повседневные предметы 1
camera;камера;<img src="camera.jpg">;Everyday objects 1;Повседневные предметы 1
comb;расчёска;<img src="comb.jpg">;Everyday objects 1;Повседневные предметы 1
lightbulb;лампочка;<img src="lightbulb.jpg">;Everyday objects 1;Повседневные предметы 1
soap;мыло;<img src="soap.jpg">;Everyday objects 1;Повседневные предметы 1
tin;жестянка;<img src="tin.jpg">;Everyday objects 1;Повседневные предметы 1
toothbrush;зубная щётка;<img src="toothbrush.jpg">;Everyday objects 1;Повседневные предметы 1
toothpaste;зубная паста;<img src="toothpaste.jpg">;Everyday objects 1;Повседневные предметы 1
torch;фонарик;<img src="torch.jpg">;Everyday objects 1;Повседневные предметы 1
towel;полотенце;<img src="towel.jpg">;Everyday objects 1;Повседневные предметы 1
cork;пробка;<img src="cork.jpg">;Everyday objects 2;Повседневные предметы 2
hammer;молоток;<img src="hammer.jpg">;Everyday objects 2;Повседневные предметы 2
map;карта;<img src="map.jpg">;Everyday objects 2;Повседневные предметы 2
pin;булавка;<img src="pin.jpg">;Everyday objects 2;Повседневные предметы 2
rope;верёвка;<img src="rope.jpg">;Everyday objects 2;Повседневные предметы 2
saw;пила;<img src="saw.jpg">;Everyday objects 2;Повседневные предметы 2
screw;винт;<img src="screw.jpg">;Everyday objects 2;Повседневные предметы 2
shopping bag;сумка для покупок;<img src="shopping_bag.jpg">;Everyday objects 2;Повседневные предметы 2
shopping trolley;тележка для покупок;<img src="shopping_trolley.jpg">;Everyday objects 2;Повседневные предметы 2
tissue;салфетка;<img src="tissue.jpg">;Everyday objects 2;Повседневные предметы 2
umbrella;зонт;<img src="umbrella.jpg">;Everyday objects 2;Повседневные предметы 2
book;книга;<img src="book.jpg">;Everyday objects 3;Повседневные предметы 3
box;коробка;<img src="box.jpg">;Everyday objects 3;Повседневные предметы 3
cage;клетка;<img src="cage.jpg">;Everyday objects 3;Повседневные предметы 3
calendar;календарь;<img src="calendar.jpg">;Everyday objects 3;Повседневные предметы 3
comic;комикс;<img src="comic.jpg">;Everyday objects 3;Повседневные предметы 3
flag;флаг;<img src="flag.jpg">;Everyday objects 3;Повседневные предметы 3
keyrings;брелоки;<img src="keyrings.jpg">;Everyday objects 3;Повседневные предметы 3
ladder;лестница;<img src="ladder.jpg">;Everyday objects 3;Повседневные предметы 3
rubbish bin;мусорный бак;<img src="rubbish_bin.jpg">;Everyday objects 3;Повседневные предметы 3
sack;мешок;<img src="sack.jpg">;Everyday objects 3;Повседневные предметы 3
telephone;телефон;<img src="telephone.jpg">;Everyday objects 3;Повседневные предметы 3
tent;палатка;<img src="tent.jpg">;Everyday objects 3;Повседневные предметы 3
castle;замок;<img src="castle.jpg">;Fairy stories;Сказочные истории
crown;корона;<img src="crown.jpg">;Fairy stories;Сказочные истории
gold;золото;<img src="gold.jpg">;Fairy stories;Сказочные истории
jewels;драгоценности;<img src="jewels.jpg">;Fairy stories;Сказочные истории
king;король;<img src="king.jpg">;Fairy stories;Сказочные истории
knight;рыцарь;<img src="knight.jpg">;Fairy stories;Сказочные истории
prince;принц;<img src="prince.jpg">;Fairy stories;Сказочные истории
princess;принцесса;<img src="princess.jpg">;Fairy stories;Сказочные истории
queen;королева;<img src="queen.jpg">;Fairy stories;Сказочные истории
sword;меч;<img src="sword.jpg">;Fairy stories;Сказочные истории
throne;трон;<img src="throne.jpg">;Fairy stories;Сказочные истории
tower;башня;<img src="tower.jpg">;Fairy stories;Сказочные истории
baby;ребёнок;<img src="baby.jpg">;Family;Семья
brother;брат;<img src="brother.jpg">;Family;Семья
family;семья;<img src="family.jpg">;Family;Семья
father;отец;<img src="father.jpg">;Family;Семья
grandfather;дедушка;<img src="grandfather.jpg">;Family;Семья
grandmother;бабушка;<img src="grandmother.jpg">;Family;Семья
mother;мать;<img src="mother.jpg">;Family;Семья
sister;сестра;<img src="sister.jpg">;Family;Семья
cake;торт;<img src="cake.jpg">;Food 1;Еда 1
chicken;курица;<img src="chicken.jpg">;Food 1;Еда 1
chips;картошка;<img src="chips.jpg">;Food 1;Еда 1
fish;рыба;<img src="fish.jpg">;Food 1;Еда 1
hamburger;гамбургер;<img src="hamburger.jpg">;Food 1;Еда 1
noodles;лапша;<img src="noodles.jpg">;Food 1;Еда 1
pasta;макароны;<img src="pasta.jpg">;Food 1;Еда 1
pie;пирог;<img src="pie.jpg">;Food 1;Еда 1
pizza;пицца;<img src="pizza.jpg">;Food 1;Еда 1
sandwich;сэндвич;<img src="sandwich.jpg">;Food 1;Еда 1
sausage;колбаса;<img src="sausage.jpg">;Food 1;Еда 1
toast;тост;<img src="toast.jpg">;Food 1;Еда 1
biscuits;печенье;<img src="biscuits.jpg">;Food 2;Еда 2
bread;хлеб;<img src="bread.jpg">;Food 2;Еда 2
cheese;сыр;<img src="cheese.jpg">;Food 2;Еда 2
chocolate;шоколад;<img src="chocolate.jpg">;Food 2;Еда 2
crisps;чипсы;<img src="crisps.jpg">;Food 2;Еда 2
eggs;яйца;<img src="eggs.jpg">;Food 2;Еда 2
ice cream;мороженое;<img src="ice_cream.jpg">;Food 2;Еда 2
meat;мясо;<img src="meat.jpg">;Food 2;Еда 2
nuts;орехи;<img src="nuts.jpg">;Food 2;Еда 2
rice;рис;<img src="rice.jpg">;Food 2;Еда 2
sweets;сладости;<img src="sweets.jpg">;Food 2;Еда 2
yogurt;йогурт;<img src="yogurt.jpg">;Food 2;Еда 2
do crafts;делать поделки;<img src="do_crafts.jpg">;Free time 1;Свободное время 1
go fishing;ходить на рыбалку;<img src="go_fishing.jpg">;Free time 1;Свободное время 1
go hiking;ходить в походы;<img src="go_hiking.jpg">;Free time 1;Свободное время 1
paint a picture;нарисовать картину;<img src="paint_a_picture.jpg">;Free time 1;Свободное время 1
play board games;играть в настольные игры;<img src="play_board_games.jpg">;Free time 1;Свободное время 1
play cards;играть в карты;<img src="play_cards.jpg">;Free time 1;Свободное время 1
play dress up;играть в одевалки;<img src="play_dress_up.jpg">;Free time 1;Свободное время 1
read a book;читать книгу;<img src="read_a_book.jpg">;Free time 1;Свободное время 1
ride a bike;кататься на велосипеде;<img src="ride_a_bike.jpg">;Free time 1;Свободное время 1
watch T.V.;смотреть телевизор;<img src="watch_T.V..jpg">;Free time 1;Свободное время 1
climb trees;лазить по деревьям;<img src="climb_trees.jpg">;Free time 2;Свободное время 2
go rollerblading;кататься на роликах;<img src="go_rollerblading.jpg">;Free time 2;Свободное время 2
go skateboarding;кататься на скейтборде;<img src="go_skateboarding.jpg">;Free time 2;Свободное время 2
have a party;устраивать вечеринку;<img src="have_a_party.jpg">;Free time 2;Свободное время 2
knit;вязать;<img src="knit.jpg">;Free time 2;Свободное время 2
listen to music;слушать музыку;<img src="listen_to_music.jpg">;Free time 2;Свободное время 2
play an instrument;играть на инструменте;<img src="play_an_instrument.jpg">;Free time 2;Свободное время 2
play on the computer;играть на компьютере;<img src="play_on_the_computer.jpg">;Free time 2;Свободное время 2
sew;шить;<img src="sew.jpg">;Free time 2;Свободное время 2
write emails;писать письма;<img src="write_emails.jpg">;Free time 2;Свободное время 2
armchair;кресло;<img src="armchair.jpg">;Furniture;Мебель
bath;ванна;<img src="bath.jpg">;Furniture;Мебель
bed;кровать;<img src="bed.jpg">;Furniture;Мебель
bookcase;книжный шкаф;<img src="bookcase.jpg">;Furniture;Мебель
chair;стул;<img src="chair.jpg">;Furniture;Мебель
cupboard;шкаф;<img src="cupboard.jpg">;Furniture;Мебель
fridge;холодильник;<img src="fridge.jpg">;Furniture;Мебель
oven;духовка;<img src="oven.jpg">;Furniture;Мебель
shower;душ;<img src="shower.jpg">;Furniture;Мебель
sofa;диван;<img src="sofa.jpg">;Furniture;Мебель
table;стол;<img src="table.jpg">;Furniture;Мебель
wardrobe;шкаф;<img src="wardrobe.jpg">;Furniture;Мебель
bat;летучая мышь;<img src="bat.jpg">;Halloween 1;Хэллоуин 1
black cat;чёрная кошка;<img src="black_cat.jpg">;Halloween 1;Хэллоуин 1
pumpkin;тыква;<img src="pumpkin.jpg">;Halloween 1;Хэллоуин 1
skeleton;скелет;<img src="skeleton.jpg">;Halloween 1;Хэллоуин 1
spider;паук;<img src="spider.jpg">;Halloween 1;Хэллоуин 1
witch;ведьма;<img src="witch.jpg">;Halloween 1;Хэллоуин 1
cauldron;котел;<img src="cauldron.jpg">;Halloween 2;Хэллоуин 2
ghost;привидение;<img src="ghost.jpg">;Halloween 2;Хэллоуин 2
haunted house;дом с привидениями;<img src="haunted_house.jpg">;Halloween 2;Хэллоуин 2
monster;монстр;<img src="monster.jpg">;Halloween 2;Хэллоуин 2
mummy;мумия;<img src="mummy.jpg">;Halloween 2;Хэллоуин 2
wizard;волшебник;<img src="wizard.jpg">;Halloween 2;Хэллоуин 2
a cut;порез;<img src="a_cut.jpg">;Health and illness;Здоровье и болезнь
broken leg;сломанная нога;<img src="broken_leg.jpg">;Health and illness;Здоровье и болезнь
cold;простуда;<img src="cold.jpg">;Health and illness;Здоровье и болезнь
