|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
28|anklingeln|verb|to call briefly|Ich werde ihn schnell auf dem Handy anklingeln.|I’ll give him a quick call on his phone.|
29|anlassen|verb|to start|Er ließ den Motor leise anlassen.|He started the engine quietly.|
30|annähen|verb|to sew on|Sie muss den Knopf wieder an die Jacke annähen.|She needs to sew the button back on the jacket.|
31|anquatschen|verb|to chat up|Er hat sie auf der Party einfach angequatscht.|He just chatted her up at the party.|
32|anschalten|verb|to switch on|Kannst du bitte das Licht anschalten?|Can you please switch on the light?|
33|anschleichen|verb|to sneak up|Die Katze schlich sich lautlos an die Maus an.|The cat sneaked up silently on the mouse.|
34|anschmiegen|verb|to nestle|Das Baby schmiegte sich an seine Mutter an.|The baby nestled against its mother.|
35|anstatt|preposition|instead of|Anstatt zu gehen, blieb er noch eine Stunde.|Instead of leaving, he stayed for another hour.|
36|anstreichen|verb|to paint|Wir wollen die Wände morgen grün anstreichen.|We want to paint the walls green tomorrow.|
37|antanzen|verb|to show up|Er musste spät zur Besprechung antanzen.|He had to show up late for the meeting.|
38|antikapitalistisch|adjective|anti-capitalist|Seine Rede war radikal und antikapitalistisch.|His speech was radical and anti-capitalist.|
39|antragen|verb|to propose|Er wollte dem Chef eine neue Strategie antragen.|He wanted to propose a new strategy to the boss.|
40|anzetteln|verb|to instigate|Die Gruppe versucht, einen Aufstand anzuzetteln.|The group is trying to instigate an uprising.|
41|arbeitsam|adjective|industrious|Sie ist eine äußerst arbeitsame Kollegin.|She is an extremely industrious colleague.|
42|arisch|adjective|Aryan|Die Ideologie glorifizierte das arische Ideal.|The ideology glorified the Aryan ideal.|
43|artikulieren|verb|to articulate|Er konnte seine Gedanken klar artikulieren.|He could clearly articulate his thoughts.|
44|asphaltieren|verb|to asphalt|Sie wollen die Straße bis zum Sommer asphaltieren.|They want to asphalt the road by summer.|
45|aua|interjection|ouch|Aua, das war wirklich ein schmerzhafter Stoß!|Ouch, that was really a painful hit!|
46|aufbahren|verb|to lay out|Der Verstorbene wurde in der Halle aufgebahrt.|The deceased was laid out in the hall.|
47|aufdrehen|verb|to turn up|Kannst du die Musik bitte etwas aufdrehen?|Can you please turn up the music a bit?|
48|auffangen|verb|to catch|Der Torwart konnte den Ball knapp auffangen.|The goalkeeper was able to just catch the ball.|
49|aufhaben|verb|to have on|Hast du die Kopfhörer beim Sport auf?|Do you have the headphones on during sports?|
50|aufknacken|verb|to crack open|Er wollte das Schloss heimlich aufknacken.|He wanted to crack open the lock secretly.|
51|aufkratzen|verb|to scratch open|Sie musste den Mückenstich nicht aufkratzen.|She didn’t have to scratch open the mosquito bite.|
52|aufkriegen|verb|to get open|Er kriegt die alte Truhe einfach nicht auf.|He just can’t get the old chest open.|
53|auflaufen|verb|to accumulate|Die Schulden laufen langsam auf, pass auf.|The debts are slowly accumulating, be careful.|
54|aufmuntern|verb|to cheer up|Der Clown versuchte, die Kinder aufzumuntern.|The clown tried to cheer up the children.|
55|aufmüpfig|adjective|rebellious|Das aufmüpfige Kind wollte nicht hören.|The rebellious child didn’t want to listen.|
56|aufrecht|adjective|upright|Er saß stolz und aufrecht am Tisch.|He sat proudly and upright at the table.|
57|aufsehen|verb|to look up|Alle sehen auf, wenn der Lehrer spricht.|Everyone looks up when the teacher speaks.|
58|auftragen|verb|to apply|Du musst die Farbe gleichmäßig auftragen.|You need to apply the paint evenly.|
59|aufwecken|verb|to wake up|Der laute Wecker wird ihn sicher aufwecken.|The loud alarm clock will surely wake him up.|
60|aufweichen|verb|to soften|Der Regen hat den Boden schnell aufgeweicht.|The rain quickly softened the ground.|
61|aufwerfen|verb|to raise|Das Thema wirft wichtige Fragen auf.|The topic raises important questions.|
62|aufzeichnen|verb|to record|Das Meeting wurde vollständig aufgezeichnet.|The meeting was fully recorded.|
63|ausatmen|verb|to exhale|Beim Yoga lernt man, ruhig auszuatmen.|In yoga, you learn to exhale calmly.|
64|ausbeuten|verb|to exploit|Die Firma wurde beschuldigt, Arbeiter auszubeuten.|The company was accused of exploiting workers.|
65|ausbrennen|verb|to burn out|Das Lagerfeuer ist letzte Nacht ausgebrannt.|The campfire burned out last night.|
66|ausbuhen|verb|to boo|Das Publikum hat den schlechten Sänger ausgebuht.|The audience booed the bad singer.|
67|auseinandergehen|verb|to split up|Die Freunde gingen nach der Schule auseinander.|The friends split up after school.|
68|auseinandernehmen|verb|to take apart|Er wollte die Uhr auseinanderschrauben.|He wanted to take apart the watch.|
69|ausfeilen|verb|to refine|Wir müssen den Plan noch genauer ausfeilen.|We still need to refine the plan further.|
70|auslassen|verb|to skip|Ich habe das Frühstück heute einfach ausgelassen.|I just skipped breakfast today.|
71|ausloten|verb|to sound out|Man sollte die Optionen vorab ausloten.|You should sound out the options beforehand.|
72|ausnahmsweise|adverb|exceptionally|Ausnahmsweise durfte sie länger wach bleiben.|Exceptionally, she was allowed to stay up later.|
73|ausrasten|verb|to freak out|Er rastete wegen einer Kleinigkeit komplett aus.|He completely freaked out over a small issue.|
74|ausreisen|verb|to leave the country|Sie planen, morgen aus Deutschland auszureisen.|They plan to leave Germany tomorrow.|
75|ausruhen|verb|to rest|Nach dem Lauf wollte er sich ausruhen.|After the run, he wanted to rest.|
76|äußerlich|adjective|external|Die äußeren Schäden waren deutlich sichtbar.|The external damage was clearly visible.|
77|ausspülen|verb|to rinse out|Er musste das Glas gründlich ausspülen.|He had to rinse out the glass thoroughly.|
78|austicken|verb|to flip out|Als er die Rechnung sah, ist er ausgetickt.|When he saw the bill, he flipped out.|
79|auswerfen|verb|to eject|Der Automat wirft die Münzen nicht aus.|The machine doesn’t eject the coins.|
80|auswringen|verb|to wring out|Er wrang den nassen Lappen vollständig aus.|He wrung out the wet cloth completely.|
81|balancieren|verb|to balance|Sie balancierte geschickt über das Seil.|She skillfully balanced over the rope.|
82|ballern|verb|to shoot|Die Soldaten ballerten stundenlang im Training.|The soldiers shot for hours during training.|
83|bannen|verb|to captivate|Der Film hat das Publikum sofort gebannt.|The film immediately captivated the audience.|
84|bärenstark|adjective|super strong|Der Boxer ist bärenstark und schnell zugleich.|The boxer is super strong and fast at the same time.|
85|basteln|verb|to craft|Die Kinder basteln Figuren aus Papier.|The children are crafting figures from paper.|
86|bechern|verb|to drink heavily|Nach der Feier becherte er mit seinen Freunden.|After the party, he drank heavily with his friends.|
87|bedeutungslos|adjective|meaningless|Der Streit war am Ende völlig bedeutungslos.|The argument was completely meaningless in the end.|
88|befehlen|verb|to command|Der Offizier befahl den Soldaten, zu marschieren.|The officer commanded the soldiers to march.|
89|befriedigend|adjective|satisfactory|Seine Arbeitsergebnisse waren befriedigend.|His work results were satisfactory.|
90|befristen|verb|to limit|Der Vertrag war auf ein Jahr befristet.|The contract was limited to one year.|
91|begeben|verb|to proceed|Er begab sich sofort zum Treffpunkt.|He proceeded immediately to the meeting point.|
92|begehren|verb|to desire|Das seltene Buch wird weltweit begehrt.|The rare book is desired worldwide.|
93|begleichen|verb|to settle|Er hat die Rechnung endlich beglichen.|He finally settled the bill.|
94|begutachten|verb|to assess|Der Sachverständige begutachtete den Schaden.|The expert assessed the damage.|
95|behaaren|verb|to grow hair|Das Tier behaart im Winter besonders stark.|The animal grows hair especially thick in winter.|
96|beifügen|verb|to attach|Bitte fügen Sie das Dokument der E-Mail bei.|Please attach the document to the email.|
97|beisammen|adjective|together|Die Familie war an Weihnachten endlich beisammen.|The family was finally together at Christmas.|
98|bejahen|verb|to affirm|Er bejahte die Frage ohne zu zögern.|He affirmed the question without hesitation.|
99|belästigen|verb|to harass|Der Mann wurde für das Belästigen angezeigt.|The man was reported for harassing.|
100|beleben|verb|to enliven|Die Musik kann die Party sofort beleben.|The music can immediately enliven the party.|
101|belügen|verb|to lie to|Du darfst deine Freunde niemals belügen.|You must never lie to your friends.|
102|bepinseln|verb|to paint|Das Kind wollte den ganzen Zaun bepinseln.|The child wanted to paint the entire fence.|
103|berauben|verb|to rob|Die Diebe haben das alte Paar beraubt.|The thieves robbed the elderly couple.|
104|bereisen|verb|to travel|Er möchte einmal die ganze Welt bereisen.|He wants to travel the whole world someday.|
105|besaufen|verb|to get drunk|Sie wollten sich auf der Party besaufen.|They wanted to get drunk at the party.|
106|beschatten|verb|to shadow|Die Polizei musste den Verdächtigen beschatten.|The police had to shadow the suspect.|
107|beschimpfen|verb|to insult|Er beschimpfte den Fahrer wegen der Verspätung.|He insulted the driver because of the delay.|
108|beschissen|adjective|terrible|Das Wetter heute ist einfach beschissen.|The weather today is just terrible.|
109|beschmieren|verb|to smear|Die Kinder haben die Wände mit Farbe beschmiert.|The children smeared the walls with paint.|
110|beschmutzen|verb|to soil|Bitte beschmutze nicht den frisch geputzten Boden.|Please don’t soil the freshly cleaned floor.|
111|beschönigen|verb|to sugarcoat|Man sollte die Wahrheit nicht beschönigen.|One shouldn’t sugarcoat the truth.|
112|beschützen|verb|to protect|Der Hund wollte seine Familie beschützen.|The dog wanted to protect its family.|
113|besessen|adjective|obsessed|Er ist völlig besessen von dieser Idee.|He is completely obsessed with this idea.|
114|besingen|verb|to sing about|Das Lied besingt die Schönheit der Natur.|The song sings about the beauty of nature.|
115|besoffen|adjective|drunk|Er kam völlig besoffen nach Hause.|He came home completely drunk.|
116|bestechen|verb|to bribe|Man hat versucht, den Beamten zu bestechen.|Someone tried to bribe the official.|
117|besteigen|verb|to climb|Sie planen, den höchsten Berg zu besteigen.|They plan to climb the highest mountain.|
118|bestialisch|adjective|brutal|Der Mord war einfach bestialisch.|The murder was simply brutal.|
119|bestreichen|verb|to spread|Sie wollte das Brot mit Butter bestreichen.|She wanted to spread butter on the bread.|
120|bestreuen|verb|to sprinkle|Er bestreute das Gericht mit frischen Kräutern.|He sprinkled the dish with fresh herbs.|
121|betäuben|verb|to numb|Der Arzt musste den Schmerz vor der OP betäuben.|The doctor had to numb the pain before surgery.|
122|betören|verb|to captivate|Ihr Lächeln kann jeden sofort betören.|Her smile can captivate anyone immediately.|
123|betrügen|verb|to cheat|Er hat seine Partnerin nie betrogen.|He never cheated on his partner.|
124|betrunken|adjective|drunk|Der Betrunkene stolperte durch die Straßen.|The drunk man stumbled through the streets.|
125|biometrisch|adjective|biometric|Der Pass enthält auch biometrische Daten.|The passport also contains biometric data.|
126|bitterkalt|adjective|bitterly cold|Heute ist es draußen bitterkalt.|It’s bitterly cold outside today.|
127|bittersüß|adjective|bittersweet|Der Film hatte ein bittersüßes Ende.|The movie had a bittersweet ending.|
128|blank|adjective|shiny|Die Fenster wurden auf Hochglanz blank geputzt.|The windows were polished to a shiny finish.|
129|bleich|adjective|pale|Nach der Nachricht wurde sie ganz bleich.|She turned completely pale after the news.|
130|blinzeln|verb|to blink|Er musste mehrmals blinzeln, um klar zu sehen.|He had to blink several times to see clearly.|
131|blitzen|verb|to flash|Die Kamera blitzte, als das Foto gemacht wurde.|The camera flashed when the photo was taken.|
132|blutgetränkt|adjective|blood-soaked|Die Kleidung des Soldaten war blutgetränkt.|The soldier’s clothing was blood-soaked.|
133|bohren|verb|to drill|Der Zahnarzt musste tief in den Zahn bohren.|The dentist had to drill deep into the tooth.|
134|boomen|verb|to boom|Die Tech-Industrie boomt in diesem Jahr.|The tech industry is booming this year.|
135|borgen|verb|to borrow|Er wollte sich das Werkzeug kurz borgen.|He wanted to borrow the tool briefly.|
136|brenzlich|adjective|critical|Die Lage an der Grenze ist momentan brenzlig.|The situation at the border is critical right now.|
137|brr|interjection|brr|Brr, ist das heute kalt draußen!|Brr, it’s so cold outside today!|
138|buckeln|verb|to bow|Er musste vor dem König tief buckeln.|He had to bow deeply before the king.|
139|bücken|verb|to bend down|Sie musste sich bücken, um den Schlüssel zu heben.|She had to bend down to pick up the key.|
140|buddeln|verb|to dig|Die Kinder buddeln ein Loch im Sand.|The children are digging a hole in the sand.|
141|buh|interjection|boo|Das Publikum rief laut „Buh!“ nach dem Auftritt.|The audience loudly shouted “Boo!” after the performance.|
142|bummeln|verb|to stroll|Wir gehen gern durch die Altstadt bummeln.|We enjoy strolling through the old town.|
143|canceln|verb|to cancel|Der Flug wurde wegen des Sturms gecancelt.|The flight was canceled because of the storm.|
144|checken|verb|to check|Kannst du die E-Mails bitte nochmal checken?|Can you check the emails again, please?|
145|chillig|adjective|chill|Der Abend war total chillig und entspannt.|The evening was totally chill and relaxed.|
146|clever|adjective|clever|Das war ein wirklich cleverer Schachzug.|That was a really clever move.|
147|da sein|verb|to be there|Ich werde für dich da sein, egal was passiert.|I’ll be there for you, no matter what happens.|
148|dableiben|verb|to stay|Er wollte nach dem Konzert noch dableiben.|He wanted to stay after the concert.|
149|dagegenstellen|verb|to oppose|Wir müssen uns entschieden dagegenstellen.|We must firmly oppose it.|
150|dampfen|verb|to steam|Die Suppe begann angenehm zu dampfen.|The soup started to steam pleasantly.|
151|der Dank|noun|thanks|Er sprach seinen Dank für die Unterstützung aus.|He expressed his thanks for the support.|
152|zugehen|verb|to approach|Der Hund lief freudig auf sein Herrchen zu.|The dog joyfully approached its owner.|
153|das|article|the|Das Haus am See ist wunderschön gelegen.|The house by the lake is beautifully situated.|
154|das Abbild|noun|image|Das Abbild des Gemäldes war beeindruckend genau.|The image of the painting was impressively accurate.|
155|das Abendbrot|noun|dinner|Zum Abendbrot gab es frisches Brot und Käse.|For dinner, there was fresh bread and cheese.|
156|das Abendland|noun|Occident|Das Abendland hat eine lange kulturelle Tradition.|The Occident has a long cultural tradition.|
157|das Abendrot|noun|sunset glow|Das Abendrot tauchte den Himmel in ein warmes Rot.|The sunset glow painted the sky in a warm red.|
158|das Abgas|noun|exhaust|Das Abgas der Autos belastet die Luftqualität.|The exhaust from cars burdens the air quality.|
159|das Abi|noun|high school diploma|Nach dem Abi plant sie eine Weltreise.|After the high school diploma, she plans a world trip.|
160|das Abrakadabra|noun|abracadabra|Mit einem „Abrakadabra“ verschwand die Münze.|"With an ""abracadabra,"" the coin disappeared."|
161|das Adrenalin|noun|adrenaline|Das Adrenalin schoss ihm durch die Adern.|The adrenaline surged through his veins.|
162|das Alarmsignal|noun|alarm signal|Ein lautes Alarmsignal warnte vor der Gefahr.|A loud alarm signal warned of the danger.|
163|das All|noun|universe|Das All ist voller Geheimnisse und Wunder.|The universe is full of mysteries and wonders.|
164|das Alpha|noun|alpha|Er verhielt sich wie das Alpha der Gruppe.|He acted like the alpha of the group.|
165|das Alu|noun|aluminum|Das Alu in der Dose ist zu 100 % recycelbar.|The aluminum in the can is 100% recyclable.|
166|das Amen|noun|amen|Die Gemeinde sprach ein gemeinsames Amen.|The congregation said a collective amen.|
167|das Anagramm|noun|anagram|Das Wort „Stern“ ist ein Anagramm von „Rents“.|The word “Stern” is an anagram of “Rents.”|
168|das Andenken|noun|souvenir|Das Andenken an die Reise steht im Regal.|The souvenir from the trip is on the shelf.|
169|das Arbeitsrecht|noun|labor law|Das Arbeitsrecht schützt Arbeitnehmer vor Willkür.|Labor law protects employees from arbitrariness.|
170|das Aroma|noun|aroma|Das Aroma des Kaffees erfüllte den Raum.|The aroma of the coffee filled the room.|
171|das Ausrufezeichen|noun|exclamation mark|Setz am Ende des Satzes ein Ausrufezeichen!|Put an exclamation mark at the end of the sentence!|
172|das Äußere|noun|appearance|Das Äußere des Gebäudes wurde renoviert.|The appearance of the building was renovated.|
173|das Automobil|noun|car|Das Automobil wurde vor über 100 Jahren erfunden.|The car was invented over 100 years ago.|
174|das Banner|noun|banner|Das Banner hing stolz über dem Eingang.|The banner hung proudly over the entrance.|
175|das Basecap|noun|cap|Er trug ein rotes Basecap mit einem Logo darauf.|He wore a red cap with a logo on it.|
176|das Basilikum|noun|basil|Das Basilikum verleiht der Pizza ein tolles Aroma.|The basil gives the pizza a great aroma.|
177|das Basiswissen|noun|basic knowledge|Basiswissen ist wichtig für den Berufseinstieg.|Basic knowledge is important for starting a career.|
178|das Beben|noun|quake|Das Beben war im gesamten Gebäude zu spüren.|The quake was felt throughout the building.|
179|das Benzin|noun|gasoline|Das Benzin wird immer teurer an den Tankstellen.|Gasoline is becoming increasingly expensive at gas stations.|
180|das Bewerbungsschreiben|noun|application letter|Ihr Bewerbungsschreiben war sehr überzeugend.|Her application letter was very convincing.|
181|das Blaulicht|noun|blue light|Das Blaulicht blinkte auf der Straße sehr hell.|The blue light flashed brightly on the street.|
182|das Blei|noun|lead|Das Blei im Wasser wurde gründlich entfernt.|The lead in the water was thoroughly removed.|
183|das Blumenbeet|noun|flower bed|Das Blumenbeet vor dem Haus wurde neu bepflanzt.|The flower bed in front of the house was newly planted.|
184|das Botox|noun|botox|Das Botox glättete die Stirn sichtbar.|The botox visibly smoothed the forehead.|
185|das Brathähnchen|noun|roast chicken|Das Brathähnchen duftete herrlich aus der Küche.|The roast chicken smelled wonderful from the kitchen.|
186|das Bravo|noun|bravo|Nach der Show riefen die Zuschauer laut „Bravo!“.|After the show, the audience loudly shouted “Bravo!”|
187|das Brötchen|noun|bread roll|Zum Frühstück gab es frische Brötchen vom Bäcker.|For breakfast, there were fresh bread rolls from the baker.|
188|das Brusthaar|noun|chest hair|Das Brusthaar wurde im Sommer gestutzt.|The chest hair was trimmed in summer.|
189|das Buffet|noun|buffet|Das Buffet bot eine große Auswahl an Gerichten.|The buffet offered a wide variety of dishes.|
190|das Bunny|noun|bunny|Das Bunny hoppelte durch den Garten.|The bunny hopped through the garden.|
191|das Cabrio|noun|convertible|Im Sommer fährt er gerne mit dem Cabrio herum.|In summer, he likes driving around in the convertible.|
192|das Clickbait|noun|clickbait|Der Artikel war ein offensichtliches Clickbait.|The article was obvious clickbait.|
193|das Contra|noun|contra|Das Contra-Argument überzeugte die Mehrheit.|The contra argument convinced the majority.|
194|das Cringe|noun|cringe|Das Video löste bei allen pures Cringe aus.|The video caused pure cringe for everyone.|
195|das Dankeschön|noun|thank you|Er sagte ein herzliches Dankeschön an alle Helfer.|He gave a heartfelt thank you to all helpers.|
196|das Dasein|noun|existence|Das Dasein in der Natur macht ihn glücklich.|Existence in nature makes him happy.|
197|das Date|noun|date|Das Date im Café war ein voller Erfolg.|The date in the café was a complete success.|
198|das Däumchen|noun|little thumb|Sie drehte nervös ihr Däumchen im Warteraum.|She nervously twirled her little thumb in the waiting room.|
199|das Deck|noun|the deck|Das Deck des Schiffs wurde frisch gestrichen.|The deck of the ship was freshly painted.|
200|das Déjà-vu|noun|the déjà vu|Das Déjà-vu fühlte sich beängstigend real an.|The déjà vu felt eerily real.|
201|das Denken|noun|the thinking|Das Denken an die Lösung brachte ihn weiter.|Thinking about the solution helped him move forward.|
202|das Deodorant|noun|the deodorant|Ein gutes Deodorant kann den Tag retten.|A good deodorant can save the day.|
203|das Dessert|noun|the dessert|Das Dessert bestand aus frischen Beeren und Sahne.|The dessert consisted of fresh berries and cream.|
204|das Deutschlandlied|noun|the Deutschlandlied|Das Deutschlandlied erklang zur Feier des Sieges.|The Deutschlandlied played in celebration of the victory.|
205|das Deutschtum|noun|the Germanness|Das Deutschtum prägt viele Traditionen im Land.|The Germanness shapes many traditions in the country.|
206|das Diktat|noun|the dictation|Das Diktat war fehlerfrei und gut lesbar.|The dictation was error-free and clearly legible.|
207|das Dilemma|noun|dilemma|Das Dilemma machte die Entscheidung unmöglich.|The dilemma made the decision impossible.|
208|das Dings|noun|thing|Er suchte nach dem Dings, das er verloren hatte.|He was looking for the thing he had lost.|
209|das Dopamin|noun|the dopamine|Das Dopamin beeinflusst unsere Stimmung erheblich.|Dopamine significantly influences our mood.|
210|das Dosenpfand|noun|can deposit|Das Dosenpfand sorgt für weniger Müll.|The can deposit ensures less waste.|
211|das Dreirad|noun|the tricycle|Das Dreirad des Kindes stand im Vorgarten.|The child's tricycle was in the front yard.|
212|das Dromedar|noun|the dromedary|Das Dromedar ist für die Wüste bestens geeignet.|The dromedary is perfectly suited for the desert.|
213|das Duett|noun|the duet|Das Duett zwischen den Sängern war atemberaubend.|The duet between the singers was breathtaking.|
214|das Dünengras|noun|the dune grass|Das Dünengras wiegte sich sanft im Wind.|The dune grass swayed gently in the wind.|
215|das Dunkel|noun|the darkness|Im Dunkel des Waldes hörte man nur die Käuzchen.|In the darkness of the forest, only the owls could be heard.|
216|das E-Bike|noun|the e-bike|Das E-Bike erleichtert das Pendeln im Alltag.|The e-bike makes commuting easier in daily life.|
217|das Eck|noun|the corner|Das Eck des Raumes war mit Pflanzen dekoriert.|The corner of the room was decorated with plants.|
218|das Eingeweide|noun|guts|Die Szene zeigte das Innere und die Eingeweide.|The scene showed the insides and guts.|
219|das Einzelteil|noun|the component|Das Einzelteil wurde nachbestellt und eingebaut.|The component was reordered and installed.|
220|das Energiesparhaus|noun|the energy-saving house|Das Energiesparhaus spart Heizkosten im Winter.|The energy-saving house reduces heating costs in winter.|
221|das Erbarmen|noun|the mercy|Das Erbarmen des Königs rettete das Dorf.|The mercy of the king saved the village.|
222|das Erdgeschoss|noun|the ground floor|Das Erdgeschoss des Hauses wird gerade renoviert.|The ground floor of the house is being renovated.|
223|das Erwarten|noun|the expecting|Das Erwarten der Gäste machte ihn nervös.|Expecting the guests made him nervous.|
224|das Essen|noun|the food|Das Essen im neuen Restaurant war köstlich.|The food at the new restaurant was delicious.|
225|das Fähnchen|noun|the small flag|Das Fähnchen flatterte stolz im Sommerwind.|The small flag fluttered proudly in the summer breeze.|
226|das Fahrvergnügen|noun|driving pleasure|Das neue Auto bietet maximales Fahrvergnügen.|The new car offers maximum driving pleasure.|
227|das Federvieh|noun|the poultry|Das Federvieh scharrte eifrig im Hühnerstall.|The poultry scratched eagerly in the chicken coop.|
228|das Ferienhaus|noun|the vacation home|Das Ferienhaus lag direkt am malerischen See.|The vacation home was situated right by the picturesque lake.|
229|das Ferienparadies|noun|the vacation paradise|Das Ferienparadies bot endlose Sandstrände.|The vacation paradise offered endless sandy beaches.|
230|das Fernglas|noun|binoculars|Er beobachtete die Vögel durch das Fernglas.|He watched the birds through the binoculars.|
231|das Fernsehprogramm|noun|TV program|Das Fernsehprogramm war heute ziemlich langweilig.|The TV program was pretty boring today.|
232|das Fernweh|noun|the wanderlust|Das Fernweh trieb sie dazu, die Welt zu bereisen.|The wanderlust drove her to travel the world.|
233|das Feuerwerk|noun|fireworks|Das Feuerwerk erleuchtete den Nachthimmel.|The fireworks lit up the night sky.|
234|das Feuerzeug|noun|the lighter|Das Feuerzeug war klein, aber zuverlässig.|The lighter was small but reliable.|
235|das Fiasko|noun|the fiasco|Das Fiasko bei der Veranstaltung sorgte für Chaos.|The fiasco at the event caused chaos.|
236|das Finanzamt|noun|the tax office|Das Finanzamt prüfte die Unterlagen gründlich.|The tax office thoroughly reviewed the documents.|
237|das Finnisch|noun|Finnish|Er lernt Finnisch, um nach Helsinki zu ziehen.|He is learning Finnish to move to Helsinki.|
238|das Fischöl|noun|the fish oil|Das Fischöl ist bekannt für seine gesunden Fette.|Fish oil is known for its healthy fats.|
239|das Flair|noun|the charm|Das Flair der Altstadt lockte viele Touristen an.|The charm of the old town attracted many tourists.|
240|das Flammenmeer|noun|the sea of flames|Das Flammenmeer verschlang den ganzen Wald.|The sea of flames consumed the entire forest.|
241|das Floß|noun|the raft|Das Floß trieb langsam den Fluss hinunter.|The raft floated slowly down the river.|
242|das Flugblatt|noun|flyer|Sie verteilte ein Flugblatt mit wichtigen Infos.|She distributed a flyer with important information.|
243|das Flussbad|noun|the river bath|Das Flussbad war an heißen Tagen gut besucht.|The river bath was popular on hot days.|
244|das Freibad|noun|the outdoor pool|Das Freibad öffnete dieses Jahr schon im Mai.|The outdoor pool opened as early as May this year.|
245|das Fressen|noun|food (for animals)|Der Hund wartete ungeduldig auf sein Fressen.|The dog waited impatiently for its food.|
246|das Fußvolk|noun|the common people|Das Fußvolk versammelte sich auf dem Marktplatz.|The common people gathered in the marketplace.|
247|das Ganze|noun|the whole|Das Ganze war viel komplizierter als gedacht.|The whole thing was much more complicated than expected.|
248|das Gästebett|noun|guest bed|Im Gästezimmer stand ein bequemes Gästebett.|There was a comfortable guest bed in the guest room.|
249|das Gebrüll|noun|the roar|Das Gebrüll des Löwen hallte durch die Savanne.|The roar of the lion echoed through the savanna.|
250|das Gedränge|noun|the crowd|Im Gedränge verlor er fast seinen Rucksack.|In the crowd, he almost lost his backpack.|
251|das Gefecht|noun|the battle|Das Gefecht dauerte die ganze Nacht.|The battle lasted the entire night.|
252|das Gehör|noun|the hearing|Das Gehör des Hundes ist unglaublich scharf.|The hearing of the dog is incredibly sharp.|
253|das Gelüst|noun|craving|Plötzlich hatte sie ein Gelüst nach Schokolade.|Suddenly, she had a craving for chocolate.|
254|das Genick|noun|neck|Er verspürte einen Schmerz im Genick.|He felt a pain in his neck.|
