der Bagchaser
der Beginner
der Besoffene
der Better
der Blutorangensaft
der BMW
der Bodycount
der Boomerang
der Boxverein
der Bro
der Bubatz
der Buchgeschmack
der Bungeespringer
der Bürgermeisterkandidat
der Catfish
der Chardonnay
der Chéri
der Cyber-Geek
der Dad-Joke
der Dicker
der Diss-Angriff
der Dodge-Van
der Doppelripp
der Drei-Wetter-Taft
der Dulli
der Ego-Trip
der eingetragene Verein
der Elsässer
der Extremistenspinner
der Falsche
der Fast-Food-Narr
der Feed
der Fleckenzwerg
der Flugzeugschmutz
der Frauenbetaster
der Fünf-Gänge-Punk
der Gästelistenplatz
der Gehörschaden
der Geldwechselstrom
der Gleichgesinnte
der Größte
der Gute
der Hähnchengrillstand
der Hartz-IV-Support
der Heckscheibenaufkleber
der Hektikmodus
der Helicobacter
der Heulkrampf
der Hobby-Rapper
der Höllenritt
der Holzkohleofen
der Hulk-Verschnitt
der Insolvenzverschlepper
der Irankrieg
der Jetpilot
der Käpt’n
der Kartentrick
der Kauz-Charakter
der Kellerschacht
der Kindergartenleiter
der Kirschkernweitspucker
der Kleine
der Kleinstadtboy
der Kollektivgedanke
der Kommentarfeed
der Kommerz-Faschist
der Komplimentespeicher
der Konvertiten-Swag
der Kreuzbrave
der Lächerliche
der Le
der Lendenkropf
der Lieblings-Virologe
der Lieblingspharao
der Lieblingsrohstoff
der Linksrock
der Lounger
der Luftbunker
der Makellose
der Männerbestand
der Maskierte
der meiste
der Menschenfressermensch
der Mitleidsdrang
der Mittelaltermarkt
der Mittelklasse-Wagen
der Mittelrock
der Mode-Tipp
der Mojito
der Mossad
der Motherfucker
der Münchner
der Nackte
der Naturgott
der Neutrophil
der Nike
der Opel
der Paketkurier
der Pärchenurlaub
der Pflegende
der Plattenvertrag
der Porsche
der Poserausschnitt
der Punk-Boulevard
der Punk-Gourmet
der Rallye-Sitz
der Ramschhändler
der Rap-Wichser
der Realtalk
der Rechtsrock
der Regiekommentar
der Reisetrip
der Repressalienapparat
der Reptilienmensch
der Riesenkatalog
der Rock'n'Roll
der Rockerboss
der Rothschild
der Sandstaub
der Schattentag
der Schattentanz
der Scheißjob
der Schienbeintritt
der Schlafende
der Schlaue
der Schmuckladen
der Schokoladenpunk
der Schrottfetzen
der Sechste
der Sergio-Leone-Film
der Sexuelle
der Slammer
der Soloausritt
der Sonntagsbrunch
der Soundeffekt
der Sovietoblaster
der Spiegel-TV
der Spieleabend
der Spielplatzbesuch
der Splash
der Start-Up-Unternehmer
der Staubgeborene
der Sterbliche
der Stichprobentest
der Sturmmasken-Bildner
der Talkshowgast
der Teleskop-Schlagstock
der Tempelritter
der Teufelskreisverkehr
der Tourbus
der Tütenreis
der Ufolandeplatz
der Unterdrückte
der Verkleidungskünstler
der Versandsoldat
der VICE-Artikel
der Vinci
der Vogelstrauß
der Vorbeieilende
der Wellblechzaun
der Welthass-Selbsthass-Mix
der Worttransport
der Zenith
die Alkoholkarriere
die Arbeits-Party
die Arschritze
die Asphaltwüste
die Aufgebrachte
die Baggypants
die Beatles
die Befindlichkeitsscheiße
die Bergziege
die Bewerbungsmail
die Bienenmetapher
die Bifi
die Birkenstocks
die Bongo
die Boss-Transformation
die Bowlingkugel
die Break-up-Frisur
die Brezelstange
die Calzone
die Catchphrase
die CIA
die Deagle
die Designerjacke
die Dreadlock
die Dumme
die Durchschnittsmenge
die Egoallergie
die Ehrenmedaille
die Eilandklippe
die Eisprinzessin
die Entscheidungsschwierigkeit
die Fakten
die Fanta
die Farmgegend
die Freitagnacht
die Fruchtsaftverordnung
die Fünfundneunzig
die Geburtstagstorte
die Gerechtigkeitskrieger-Twitterbubble
die Gesäßritze
die Gesichtsfalte
die Gezeiten
die Giftschlangengrube
die Gloriola
die Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit
die Hexenkunst
die High-Class
die Hirnrückwand
die Homöopathin
die Hotelrezeption
die Idiokratie
die Internet-Armee
die Jobauswahl
die Jobroutine
die Kafka-Figur
die Kafka-Kapuzenjacke
die Karnevalsnacht
die Kaspermucke
die KO-Tropfen
die Krav-Maga-Handkante
die lange Zeit
die Leuchtkette
die Lieblings-Rapperin
die Linsenhaut
die Loveparade
die Lufthansa
die Luxus-Modemesse
die Margherita
die meine
die Menschenfresserrente
die Menschenrente
die Mode-Ikone
die Nachdenkfalte
die Netflix-Serie
die New-Age-Kacke
die Notsignalrakete
die NSU
die Ölfabrik
die P-Psychologie
die Panini-Flasche
die Pausenzeit
die Pegida-Methodik
die Plastikbong
die Plastikhülle
die Playsi
die Pomme
die Pringles
die Prinzentragödie
die Profi-Kamera
die Puffdame
die RAF
die Rambimmel
die Rap-Musik
die Raplegende
die Reimkette
die Risikoanlage
die Rolex
die Rolls-Royce-Kühlerfigur
die Rotfront
die Rothschild
die Rotweinschorle
die Schaschliksauce
die Scheiß-Diktatur
die Schiffsturbine
die Schillerallee
die Schockmeldung
die Seemannshose
die Seemannsrose
die Sektbole
die Service-Line
die SMS-Kurznachricht
die Songzeile
die Steinzeithöhle
die Streaming-Plattform
die Superfähigkeit
die Supermarktfiliale
die Tabakschicht
die Tanzbewegung
die TAZ
die Teilnehmerurkunde
die Tekken-Combo
die Vodka-Mate
die Wahnsinnsshow
die Wannseekonferenz
die Weißheit
die Wiegenmelodie
die Wii
die Workout-Playlist
die wunde
dranlecken
draufscheißen
durch das
durchs Land bewegen
einhundertmal
eintuppern
erleuchtet
erschütternd
etwas bedeutend
euphorieberaubt
funky
für das
für einen
gab
gefühlt
gehackt
gehört
geistkrank
geradeausfahren
gescheitert
get
getrübt
größer
hah
häh
haubitzenvoll
Hause
heißmachen
henna-rot
heranläuten
herschwenken
herumkaspern
hinschweifen
hinter dem
hinterdenken
hinterletzte
hipp
höchstgefährlich
hola
hundertzwanzig
ich bin
ich es
ich werde
ihres
iih
in alle
in das
in dem
inspringen
irgend einem
irgendeinen
irgendeiner
irgendwen
ist
ist ein
ja ja
jalousiebedeckt
johohoho
kattan
keinem
keinen
keiner
koffeingetränkt
könnte
kontrollzwangsgesteuert
lebend
leerrauchen
liegend
majd
matter
meeresfrisch
megváltozik
mehrwerden
meinem
meines
meinungsfrei
mich verbrennen
mir es
mitsagen
mondogatod
moonwalken
nachhausegehen
nahkommen
nálad
naturbewusst
neugebaut
neunhundert
nincs
noch einmal
nöcher
non-stop
ob es
oben drauf
odaviszed
oh-oh
ohoho
partyschwul
pozíciódón
pssst
rabammel
rausgeben
raushören
reezy
reggel
reinbügeln
reingucken
reinprügeln
reinsetzen
reinstechen
rimmen
rumfahren
schlechtriechend
schon mal
schwarz-weiß
sechshundert
selbstgemalt
sick
siebenundzwanzig
sind
so etwas
sophieren
taktiert
tuppern
um das
unkapierbar
unter dem
untherapierbar
verdammte
verficken
vergebend
verheulen
vertracken
vier Takt
viert
viertbeste
vollgetankt
vorausbleiben
wachbleiben
wachwerden
wäre
waren
wären
was auch immer
wegbechern
weil es
weißt
weiterbestellen
welchem
wird
word
wundklingeln
zeugenlos
zögernd
zugegeben
zurückgedreht
zurückzuweisen
zuzusehen
zwanzig Grad
zweit
zweiten
